Player,Nation,Born,Squad,Pos,MP_Playing,Min_Playing,Gls,Ast,G+A,G_minus_PK,PK,PKatt,CrdY,CrdR,xG_Expected,npxG_Expected,xAG_Expected,npxG+xAG_Expected,Sh_Standard,SoT_Standard,FK_Standard,Cmp_Total,Att_Total,xAG,KP,Fls,Fld,Off,Crs,PKwon,PKcon,OG,Tkl_Tackles,TklW_Tackles,Sh_Blocks,Int,Clr,Err,GA,SoTA,Saves,CS,PKatt_Penalty,PKA_Penalty,PKsv_Penalty,PKm_Penalty,Gls_Per,Ast_Per,xG_Per,SoT_percent_Standard,G_per_Sh_Standard,G_per_SoT_Standard,Cmp_percent_Total,GA90,Save_percent,CS_Percent,Save_percent_Penalty
Tim Skarke,GER,1996.0,"['Union Berlin', 'Schalke 04', 'Darmstadt 98']","['FW,DF', 'FW,MF', 'DF,MF', 'MF,DF']",46,2992.0,9,1,10,9,0,0,8,0,4.5,4.5,3.0,7.5,86.0,27.0,2.0,754,1065,3.0,43,40.0,50.0,21.0,125.0,0.0,0.0,0.0,42,25,2,6,29,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.03,0.14,31.4,0.1,0.33,70.8,0.0,0.0,0.0,0.0
Tim van de Loo,0,0.0,['RKC Waalwijk'],['MF'],27,1817.0,2,1,3,2,0,0,0,0,1.5,1.5,1.9,3.5,15.0,3.0,0.0,518,647,1.9,17,17.0,8.0,0.0,6.0,0.0,1.0,0.0,51,29,7,30,40,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.05,0.07,20.0,0.13,0.67,80.06,0.0,0.0,0.0,0.0
Timo Baumgartl,GER,1996.0,['Union Berlin'],['DF'],8,562.0,0,1,1,0,0,0,2,0,0.2,0.2,0.1,0.3,4.0,2.0,0.0,257,316,0.1,3,11.0,6.0,0.0,6.0,0.0,0.0,0.0,11,6,4,2,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.03,50.0,0.0,0.0,81.33,0.0,0.0,0.0,0.0
Timo Hübers,GER,1996.0,['Köln'],['DF'],66,5832.0,3,0,3,3,0,0,14,0,3.6,3.6,0.6,4.199999999999999,37.0,12.0,0.0,3121,3714,0.6,8,82.0,57.0,2.0,5.0,1.0,1.0,1.0,117,78,44,129,369,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.06,32.43,0.08,0.25,84.03,0.0,0.0,0.0,0.0
Timo Werner,GER,1996.0,"['RB Leipzig', 'Tottenham']","['FW,MF', 'FW']",49,2954.0,13,6,19,12,1,1,3,0,15.2,14.4,5.800000000000001,20.2,98.0,36.0,0.0,849,1141,5.800000000000001,37,11.0,18.0,38.0,62.0,0.0,0.0,0.0,19,10,0,11,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.18,0.46,36.73,0.13,0.36,74.41,0.0,0.0,0.0,0.0
Timo Zaal,NED,2004.0,['Heerenveen'],['MF'],1,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Timon Wellenreuther,GER,1995.0,['Feyenoord'],['GK'],57,5018.0,0,1,1,0,0,0,5,0,0.0,0.0,1.1,1.1,0.0,0.0,0.0,1778,2205,1.1,6,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,34,3,51.0,169.0,117.0,22.0,4.0,2.0,2.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,80.63,0.91,69.23,38.6,50.0
Timothee Pembele,FRA,2002.0,['Paris S-G'],['DF'],5,263.0,0,1,1,0,0,0,0,0,0.2,0.2,0.3,0.5,3.0,1.0,0.0,71,89,0.3,2,0.0,1.0,0.0,4.0,0.0,0.0,0.0,5,5,0,4,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.07,33.33,0.0,0.0,79.78,0.0,0.0,0.0,0.0
Timothy Castagne,BEL,1995.0,"['Leicester City', 'Fulham']","['DF', 'DF,FW']",76,6195.0,3,6,9,3,0,0,6,0,4.2,4.2,4.7,8.9,37.0,9.0,0.0,2929,3635,4.7,43,50.0,26.0,9.0,117.0,0.0,2.0,0.0,143,71,23,87,191,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.06,24.32,0.08,0.33,80.58,0.0,0.0,0.0,0.0
Timothy Chandler,USA,1990.0,['Eint Frankfurt'],"['MF,DF', 'DF']",12,104.0,0,1,1,0,0,0,0,0,0.1,0.1,0.1,0.2,2.0,1.0,0.0,54,87,0.1,3,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2,2,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.09,50.0,0.0,0.0,62.07,0.0,0.0,0.0,0.0
Timothy Derijck,BEL,1987.0,['Zulte Waregem'],['DF'],22,1710.0,1,0,1,1,0,0,5,0,0.8,0.8,0.4,1.2,7.0,4.0,0.0,654,783,0.4,3,30.0,8.0,0.0,2.0,0.0,1.0,0.0,31,17,13,22,62,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.04,57.14,0.14,0.25,83.52,0.0,0.0,0.0,0.0
Timothy Fosu-Mensah,NED,1998.0,['Leverkusen'],['DF'],11,191.0,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,3.0,2.0,0.0,93,119,0.3,4,3.0,1.0,1.0,4.0,0.0,1.0,0.0,7,5,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,66.67,0.0,0.0,78.15,0.0,0.0,0.0,0.0
Timothy Galje,BEL,2001.0,['Seraing'],['GK'],7,630.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115,250,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,5,1,15.0,33.0,19.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,2.14,57.58,0.0,0.0
Timothy Martin,LUX,2001.0,['Seraing'],['GK'],4,360.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57,109,0.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,6.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.29,1.5,62.5,0.0,0.0
Timothy Weah,USA,2000.0,"['Marseille', 'Juventus', 'Lille']","['DF,FW']",65,3378.0,0,3,3,0,0,0,8,0,4.2,4.2,2.8000000000000003,7.1,47.0,15.0,0.0,1450,1775,2.8000000000000003,33,38.0,29.0,6.0,99.0,0.0,0.0,0.0,62,42,4,31,39,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.11,31.91,0.0,0.0,81.69,0.0,0.0,0.0,0.0
Timothée Kolodziejczak,FRA,1991.0,"['Schalke 04', 'Paris FC']",['DF'],3,113.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91,103,0.0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,2,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.35,0.0,0.0,0.0,0.0
Tino Kadewere,ZIM,1996.0,"['Lyon', 'Nantes', 'Mallorca']","['FW,MF']",40,1619.0,2,0,2,2,0,1,2,0,4.2,3.5,2.7,6.0,34.0,11.0,0.0,338,475,2.7,21,25.0,15.0,12.0,15.0,0.0,0.0,0.0,16,8,4,17,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.23,32.35,0.06,0.18,71.16,0.0,0.0,0.0,0.0
Tio Cipot,SVN,2003.0,['Spezia'],"['FW,MF']",8,139.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.2,2.0,1.0,0.0,40,59,0.1,3,1.0,2.0,0.0,7.0,0.0,0.0,0.0,12,7,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,67.8,0.0,0.0,0.0,0.0
Tjark Ernst,GER,2003.0,['Hertha BSC'],['GK'],1,90.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,35,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.29,1.0,85.71,0.0,0.0
Tjaronn Chery,SUR,1988.0,"['NEC Nijmegen', 'Antwerp']","['MF,FW']",43,3399.0,16,8,24,15,1,1,1,0,9.7,9.0,7.9,16.9,117.0,48.0,15.0,1135,1535,7.9,81,17.0,34.0,5.0,224.0,0.0,0.0,0.0,28,19,3,8,9,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.21,0.26,41.03,0.14,0.33,73.94,0.0,0.0,0.0,0.0
Tobe Leysen,BEL,2002.0,['OH Leuven'],['GK'],45,4050.0,0,0,0,0,0,0,3,0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,1280,1866,0.2,4,2.0,8.0,0.0,0.0,0.0,2.0,1.0,0,0,0,1,30,5,50.0,204.0,157.0,14.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.6,1.11,76.96,31.11,16.67
Tobias Kempe,GER,1989.0,['Darmstadt 98'],['MF'],24,1350.0,3,2,5,0,3,3,1,0,3.6,1.2,2.1,3.3,18.0,1.0,3.0,413,557,2.1,28,14.0,11.0,0.0,81.0,1.0,0.0,0.0,20,13,4,9,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.13,0.24,5.56,0.17,3.0,74.15,0.0,0.0,0.0,0.0
Tobias Lauritsen,NOR,1997.0,"[""Sparta R'dam""]",['FW'],98,8148.0,34,16,50,29,5,5,8,0,34.8,30.9,9.4,40.2,264.0,110.0,1.0,1144,2031,9.4,86,71.0,138.0,36.0,24.0,1.0,0.0,0.0,39,14,9,10,113,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.18,0.38,41.67,0.13,0.31,56.33,0.0,0.0,0.0,0.0
Tobias Mohr,GER,1995.0,['Schalke 04'],"['DF,MF']",18,839.0,0,3,3,0,0,0,0,0,0.6,0.6,1.6,2.2,12.0,1.0,1.0,308,506,1.6,20,5.0,4.0,0.0,87.0,0.0,0.0,0.0,8,5,5,8,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.06,8.33,0.0,0.0,60.87,0.0,0.0,0.0,0.0
Tobias Sippel,GER,1988.0,['Gladbach'],['GK'],6,510.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174,260,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,12.0,33.0,21.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.92,2.12,63.64,16.67,0.0
Toby Alderweireld,BEL,1989.0,['Antwerp'],['DF'],86,7724.0,11,8,19,7,4,5,13,0,10.6,6.6000000000000005,5.6,12.2,94.0,28.0,3.0,5216,6148,5.6,27,46.0,18.0,2.0,20.0,2.0,1.0,1.0,74,44,62,67,358,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.09,0.12,29.79,0.12,0.39,84.84,0.0,0.0,0.0,0.0
Tobías Medina,ARG,2004.0,['Rio Ave'],['MF'],3,57.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,16,0.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.5,0.0,0.0,0.0,0.0
Tolga Ciğerci,TUR,1992.0,['Hertha BSC'],['MF'],11,672.0,0,1,1,0,0,0,2,0,0.2,0.2,0.3,0.5,9.0,3.0,1.0,326,420,0.3,5,13.0,3.0,0.0,22.0,0.0,1.0,0.0,16,13,2,8,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.03,33.33,0.0,0.0,77.62,0.0,0.0,0.0,0.0
Tolgay Arslan,GER,1990.0,['Udinese'],['MF'],36,1211.0,1,0,1,1,0,0,3,0,2.2,2.2,1.6,3.8,25.0,5.0,1.0,485,605,1.6,15,15.0,35.0,0.0,28.0,0.0,0.0,0.0,29,18,0,12,9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.16,20.0,0.04,0.2,80.17,0.0,0.0,0.0,0.0
Tolis Konstantopoulos,GRE,2002.0,['Beerschot'],['DF'],26,2162.0,0,0,0,0,0,0,4,0,0.7,0.7,0.6,1.2,15.0,6.0,1.0,1034,1260,0.6,12,26.0,24.0,1.0,5.0,0.0,2.0,0.0,68,46,23,33,128,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,40.0,0.0,0.0,82.06,0.0,0.0,0.0,0.0
Tolu Arokodare,NGA,2000.0,"['Genk', 'Wolves']","['FW,MF', 'FW']",67,3922.0,26,8,34,26,0,2,4,0,34.1,32.5,5.1,37.699999999999996,205.0,66.0,2.0,581,815,5.1,49,54.0,52.0,27.0,5.0,3.0,0.0,0.0,25,12,2,11,76,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.18,0.78,32.2,0.13,0.39,71.29,0.0,0.0,0.0,0.0
Tom Bischof,GER,2005.0,"['Hoffenheim', 'Bayern Munich']","['MF,FW', 'MF,DF']",27,616.0,0,3,3,0,0,0,0,0,1.8,1.8,1.8,3.7,16.0,3.0,1.0,296,364,1.8,14,13.0,7.0,2.0,20.0,0.0,0.0,0.0,24,15,2,5,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.26,18.75,0.0,0.0,81.32,0.0,0.0,0.0,0.0
Tom Boere,NED,1992.0,['Cambuur'],['FW'],13,616.0,0,1,1,0,0,0,1,0,1.3,1.3,1.4,2.7,9.0,2.0,0.0,90,144,1.4,8,6.0,11.0,7.0,2.0,0.0,0.0,0.0,3,3,1,0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.19,22.22,0.0,0.0,62.5,0.0,0.0,0.0,0.0
Tom Cairney,SCO,1991.0,['Fulham'],['MF'],71,2590.0,3,4,7,3,0,0,6,0,2.9,2.9,3.6999999999999997,6.6,42.0,10.0,0.0,1845,2116,3.6999999999999997,39,27.0,50.0,0.0,63.0,2.0,0.0,1.0,41,22,7,18,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.14,0.1,23.81,0.07,0.3,87.19,0.0,0.0,0.0,0.0
Tom Davies,ENG,1998.0,"['Everton', 'Sheffield Utd']",['MF'],28,759.0,0,0,0,0,0,0,5,0,1.6,1.6,0.30000000000000004,1.7000000000000002,13.0,3.0,0.0,241,333,0.30000000000000004,3,17.0,8.0,1.0,6.0,0.0,1.0,0.0,25,14,2,7,13,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,23.08,0.0,0.0,72.37,0.0,0.0,0.0,0.0
Tom Hendriks,NED,2002.0,['Fortuna Sittard'],['GK'],1,90.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,24,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,100.0,100.0,0.0
Tom Holmes,ENG,2000.0,['Dender'],['DF'],2,94.0,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,3.0,2.0,0.0,24,30,0.3,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2,2,0,1,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,66.67,0.0,0.0,80.0,0.0,0.0,0.0,0.0
Tom Krauß,GER,2001.0,"['Mainz 05', 'Schalke 04', 'Köln']","['MF', 'DF,MF']",66,4146.0,3,2,5,3,0,0,14,0,3.2,3.2,1.5,4.6,48.0,11.0,0.0,1230,1641,1.5,21,81.0,51.0,0.0,23.0,0.0,0.0,0.0,178,107,11,56,76,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.04,0.07,22.92,0.06,0.27,74.95,0.0,0.0,0.0,0.0
Tom Lacoux,FRA,2002.0,['Famalicão'],['MF'],9,364.0,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,7.0,0.0,0.0,160,198,0.0,1,6.0,3.0,0.0,1.0,0.0,0.0,0.0,12,8,4,6,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,80.81,0.0,0.0,0.0,0.0
Tom Lockyer,WAL,1994.0,['Luton Town'],['DF'],14,1169.0,1,1,2,1,0,0,4,0,1.1,1.1,0.6,1.7,7.0,1.0,0.0,301,422,0.6,3,15.0,10.0,0.0,1.0,0.0,1.0,1.0,25,16,13,23,68,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.08,14.29,0.14,1.0,71.33,0.0,0.0,0.0,0.0
Tom Louchet,FRA,2003.0,['Nice'],"['MF,DF', 'DF,MF']",18,682.0,1,3,4,1,0,0,1,0,1.1,1.1,2.2,3.3,7.0,1.0,0.0,297,387,2.2,15,11.0,7.0,0.0,46.0,1.0,0.0,0.0,23,9,6,5,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.4,0.15,14.29,0.14,1.0,76.74,0.0,0.0,0.0,0.0
Tom Reyners,BEL,2000.0,['Beerschot'],"['MF,FW']",21,956.0,1,0,1,1,0,0,3,0,1.1,1.1,1.9,3.0,17.0,5.0,0.0,250,334,1.9,13,14.0,23.0,1.0,22.0,0.0,0.0,0.0,19,14,2,5,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.1,29.41,0.06,0.2,74.85,0.0,0.0,0.0,0.0
Tom Rothe,GER,2004.0,"['Union Berlin', 'Dortmund']",['DF'],6,298.0,1,0,1,1,0,0,0,1,0.6,0.6,0.0,0.6,6.0,2.0,0.0,87,118,0.0,1,6.0,2.0,0.0,4.0,0.0,1.0,0.0,5,3,0,6,19,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.18,33.33,0.17,0.5,73.73,0.0,0.0,0.0,0.0
Tom Vandenberghe,BEL,1992.0,"['Gent', 'Kortrijk']",['GK'],50,4500.0,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,2.0,1.0,0.0,1054,1643,0.0,1,0.0,11.0,0.0,0.0,0.0,0.0,2.0,1,1,0,1,26,2,98.0,268.0,177.0,7.0,6.0,4.0,0.0,2.0,0.02,0.0,0.0,50.0,0.5,1.0,64.15,1.96,66.04,14.0,0.0
Tom van de Looi,NED,1999.0,['Famalicão'],['MF'],27,1753.0,0,2,2,0,0,0,4,0,0.7,0.7,0.8,1.5,14.0,3.0,0.0,841,1031,0.8,10,30.0,19.0,1.0,12.0,0.0,0.0,0.0,35,24,6,14,51,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.04,21.43,0.0,0.0,81.57,0.0,0.0,0.0,0.0
Toma Bašić,CRO,1996.0,"['Salernitana', 'Lazio']",['MF'],41,1758.0,1,0,1,1,0,0,7,0,2.4,2.4,0.9,3.3000000000000003,23.0,6.0,1.0,671,857,0.9,24,27.0,35.0,1.0,45.0,0.0,0.0,0.0,26,17,6,21,41,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.12,26.09,0.04,0.17,78.3,0.0,0.0,0.0,0.0
Tomané,POR,1992.0,['Farense'],['FW'],24,1659.0,3,0,3,2,1,1,1,0,2.8,2.0,1.3,3.2,29.0,9.0,0.0,206,381,1.3,20,36.0,48.0,19.0,23.0,1.0,0.0,0.0,14,8,2,1,23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.15,31.03,0.1,0.33,54.07,0.0,0.0,0.0,0.0
Tommaso Augello,ITA,1994.0,"['Cagliari', 'Sampdoria']",['DF'],69,5479.0,3,6,9,3,0,0,8,0,1.5,1.5,5.9,7.3,21.0,7.0,1.0,2202,3103,5.9,70,29.0,40.0,2.0,323.0,0.0,1.0,0.0,43,33,17,34,150,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.02,33.33,0.14,0.43,70.96,0.0,0.0,0.0,0.0
Tommaso Baldanzi,ITA,2003.0,"['Roma', 'Empoli']","['MF,FW', 'FW,MF', 'MF']",55,3098.0,6,0,6,6,0,0,5,0,5.7,5.7,3.7,9.3,65.0,21.0,0.0,932,1137,3.7,43,25.0,69.0,5.0,48.0,0.0,0.0,0.0,38,19,1,4,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,32.31,0.09,0.29,81.97,0.0,0.0,0.0,0.0
Tommaso Barbieri,ITA,2002.0,['Juventus'],['DF'],3,109.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,64,0.0,0,5.0,4.0,0.0,7.0,0.0,0.0,0.0,3,3,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.19,0.0,0.0,0.0,0.0
Tommaso Cassandro,ITA,2000.0,['Lecce'],['DF'],1,13.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,6,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
Tommaso Corazza,ITA,2004.0,['Bologna'],['DF'],9,195.0,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,1.0,0.0,0.0,119,145,0.1,1,1.0,3.0,0.0,8.0,0.0,0.0,0.0,10,4,0,5,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,82.07,0.0,0.0,0.0,0.0
Tommaso De Nipoti,ITA,2003.0,['Atalanta'],['MF'],1,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0
Tommaso Martinelli,ITA,2006.0,['Fiorentina'],['GK'],1,90.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,49,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.51,2.0,33.33,0.0,0.0
Tommaso Milanese,ITA,2002.0,['Cremonese'],['MF'],2,27.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,10,14,0.2,3,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.43,0.0,0.0,0.0,0.0
Tommaso Pobega,ITA,1999.0,"['Bologna', 'Milan']",['MF'],32,1318.0,2,0,2,2,0,0,5,0,1.5999999999999999,1.5999999999999999,0.5,2.1,26.0,9.0,0.0,435,563,0.5,6,39.0,13.0,0.0,5.0,0.0,0.0,0.0,43,25,8,17,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.11,34.62,0.08,0.22,77.26,0.0,0.0,0.0,0.0
Tommy Doyle,ENG,2001.0,['Wolves'],['MF'],26,1222.0,0,0,0,0,0,0,2,0,0.4,0.4,0.4,0.9,14.0,3.0,2.0,801,955,0.4,8,11.0,4.0,0.0,28.0,0.0,0.0,0.0,26,13,9,12,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,21.43,0.0,0.0,83.87,0.0,0.0,0.0,0.0
Tommy St. Jago,NED,2000.0,['Willem II'],['DF'],33,2925.0,0,0,0,0,0,0,3,0,0.6,0.6,0.5,1.1,11.0,3.0,0.0,1456,1684,0.5,11,20.0,22.0,0.0,22.0,0.0,0.0,1.0,83,52,31,36,154,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,27.27,0.0,0.0,86.46,0.0,0.0,0.0,0.0
Tomoki Takamine,JPN,1997.0,['Kortrijk'],['MF'],19,979.0,0,0,0,0,0,0,2,0,0.4,0.4,0.7,1.1,8.0,1.0,0.0,324,382,0.7,6,31.0,15.0,0.0,3.0,0.0,0.0,0.0,20,10,0,6,24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,12.5,0.0,0.0,84.82,0.0,0.0,0.0,0.0
Tomás Alarcón,CHI,1999.0,['Cádiz'],['MF'],4,223.0,0,0,0,0,0,0,2,1,0.0,0.0,0.1,0.1,2.0,1.0,0.0,78,95,0.1,2,4.0,3.0,0.0,6.0,0.0,0.0,0.0,3,2,0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,82.11,0.0,0.0,0.0,0.0
Tomás Araújo,POR,2002.0,"['Gil Vicente FC', 'Benfica']",['DF'],63,4664.0,3,4,7,3,0,0,6,0,2.4,2.4,2.5,4.8,24.0,10.0,0.0,2867,3336,2.5,32,57.0,12.0,2.0,25.0,0.0,1.0,0.0,125,76,27,63,153,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.08,0.05,41.67,0.12,0.3,85.94,0.0,0.0,0.0,0.0
Tomás Badaloni,ARG,2000.0,['Necaxa'],['FW'],27,930.0,4,0,4,4,0,0,2,0,4.9,4.9,0.4,5.2,43.0,17.0,0.0,147,207,0.4,10,20.0,8.0,11.0,2.0,0.0,0.0,0.0,5,1,2,3,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.47,39.53,0.09,0.24,71.01,0.0,0.0,0.0,0.0
Tomás Belmonte,ARG,1998.0,['Toluca'],['MF'],27,1401.0,2,2,4,2,0,0,4,1,1.7,1.7,0.8,2.4,17.0,3.0,0.0,812,924,0.8,8,28.0,21.0,0.0,2.0,0.0,0.0,0.0,60,46,5,26,29,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.11,17.65,0.12,0.67,87.88,0.0,0.0,0.0,0.0
