Player,Nation,Born,Squad,Pos,MP_Playing,Min_Playing,Gls,Ast,G+A,G_minus_PK,PK,PKatt,CrdY,CrdR,xG_Expected,npxG_Expected,xAG_Expected,npxG+xAG_Expected,Sh_Standard,SoT_Standard,FK_Standard,Cmp_Total,Att_Total,xAG,KP,Fls,Fld,Off,Crs,PKwon,PKcon,OG,Tkl_Tackles,TklW_Tackles,Sh_Blocks,Int,Clr,Err,GA,SoTA,Saves,CS,PKatt_Penalty,PKA_Penalty,PKsv_Penalty,PKm_Penalty,Gls_Per,Ast_Per,xG_Per,SoT_percent_Standard,G_per_Sh_Standard,G_per_SoT_Standard,Cmp_percent_Total,GA90,Save_percent,CS_Percent,Save_percent_Penalty
Javier Muñoz,ESP,1995.0,"['Getafe', 'Las Palmas']","['MF,FW', 'MF']",40,2791.0,2,3,5,2,0,0,6,0,2.6,2.6,1.4,4.1,42.0,10.0,0.0,1043,1321,1.4,24,38.0,17.0,2.0,47.0,0.0,1.0,0.0,44,24,4,21,30,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.1,0.08,23.81,0.05,0.2,78.96,0.0,0.0,0.0,0.0
Javier Pastore,ARG,1989.0,['Elche'],['MF'],1,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,8,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0
Javier Rueda Garcia,ESP,2002.0,['Celta Vigo'],"['MF,DF', 'DF,MF']",7,360.0,1,2,3,1,0,0,1,0,0.4,0.4,0.9,1.4,4.0,1.0,0.0,161,215,0.9,3,6.0,4.0,2.0,6.0,1.0,0.0,0.0,4,3,1,4,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.1,25.0,0.25,1.0,74.88,0.0,0.0,0.0,0.0
Javier Salas,MEX,1993.0,['FC Juárez'],"['MF,FW', 'MF']",54,3901.0,0,0,0,0,0,0,13,1,1.8,1.8,0.7,2.5,29.0,3.0,0.0,1617,1850,0.7,21,61.0,21.0,1.0,9.0,0.0,0.0,0.0,55,33,20,33,61,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,10.34,0.0,0.0,87.41,0.0,0.0,0.0,0.0
Jawad El Yamiq,MAR,1992.0,['Valladolid'],['DF'],25,1608.0,1,0,1,1,0,0,1,1,1.1,1.1,0.4,1.6,17.0,4.0,0.0,745,919,0.4,5,13.0,9.0,1.0,0.0,0.0,1.0,0.0,17,11,19,37,101,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,23.53,0.06,0.25,81.07,0.0,0.0,0.0,0.0
Jay Gorter,NED,2000.0,['Ajax'],['GK'],8,665.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242,305,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,4,1,17.0,35.0,18.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,79.34,2.3,51.43,12.5,
Jay Idzes,IDN,2000.0,"['Sassuolo', 'Go Ahead Eag']","['DF,MF', 'DF']",37,3302.0,1,0,1,1,0,0,4,0,1.8,1.8,0.2,2.0,23.0,5.0,0.0,1490,1751,0.2,5,24.0,16.0,1.0,1.0,0.0,0.0,0.0,52,29,27,44,183,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.05,21.74,0.04,0.2,85.09,0.0,0.0,0.0,0.0
Jay Rodriguez,ENG,1989.0,['Burnley'],['FW'],21,822.0,2,1,3,1,1,1,0,0,3.5,2.7,0.2,2.9,21.0,7.0,0.0,142,216,0.2,4,18.0,6.0,7.0,1.0,0.0,0.0,0.0,14,9,1,1,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.11,0.38,33.33,0.1,0.29,65.74,0.0,0.0,0.0,0.0
Jay Stansfield,ENG,2002.0,['Fulham'],['FW'],3,87.0,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.3,2.0,0.0,0.0,9,23,0.1,1,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,39.13,0.0,0.0,0.0,0.0
Jay-David Mbalanda,FRA,2007.0,['Sint-Truiden'],['FW'],3,19.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9,12,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0
Jay-Dee Geusens,BEL,2002.0,['Genk'],['FW'],1,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,3,3,0.1,1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
Jaydee Canvot,FRA,2006.0,['Toulouse'],"['MF,DF']",2,180.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2.0,0.0,0.0,97,106,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,2,0,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,91.51,0.0,0.0,0.0,0.0
Jayden Addai,NED,2005.0,"['Como', 'AZ Alkmaar']","['FW,DF', 'FW']",28,714.0,2,0,2,2,0,0,2,0,1.6,1.6,0.6,2.3,24.0,6.0,0.0,150,217,0.6,10,8.0,22.0,1.0,11.0,1.0,0.0,0.0,15,10,0,2,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.2,25.0,0.08,0.33,69.12,0.0,0.0,0.0,0.0
Jayden Bogle,ENG,2000.0,"['Sheffield Utd', 'Leeds United']",['DF'],40,3312.0,3,0,3,3,0,0,11,0,2.5,2.5,1.1,3.5999999999999996,36.0,12.0,0.0,832,1165,1.1,12,47.0,27.0,6.0,48.0,0.0,0.0,1.0,82,44,12,40,113,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.07,33.33,0.08,0.25,71.42,0.0,0.0,0.0,0.0
Jayden Braaf,NED,2002.0,"['Hellas Verona', 'Fortuna Sittard']","['MF,FW', 'FW,MF']",12,337.0,0,0,0,0,0,0,1,0,1.0,1.0,0.1,1.1,10.0,4.0,0.0,72,92,0.1,3,8.0,1.0,3.0,5.0,0.0,0.0,0.0,5,3,0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,40.0,0.0,0.0,78.26,0.0,0.0,0.0,0.0
Jayden Danns,ENG,2006.0,['Liverpool'],['FW'],2,9.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,7,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.43,0.0,0.0,0.0,0.0
Jaydon Amauri Banel,NED,2004.0,['Ajax'],"['FW,MF', 'FW']",6,157.0,0,1,1,0,0,0,0,0,0.5,0.5,0.2,0.7999999999999999,9.0,0.0,0.0,52,70,0.2,2,4.0,7.0,0.0,7.0,0.0,0.0,0.0,3,2,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.29,0.0,0.0,0.0,74.29,0.0,0.0,0.0,0.0
Jaziel Martínez,MEX,2000.0,"['Monterrey', 'Atlas']","['MF,FW', 'MF']",33,1137.0,2,3,5,2,0,0,2,0,0.6,0.6,2.5,3.0999999999999996,17.0,2.0,0.0,601,733,2.5,17,10.0,10.0,0.0,19.0,0.0,0.0,0.0,33,16,5,14,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.24,0.05,11.76,0.12,1.0,81.99,0.0,0.0,0.0,0.0
Jaïro Riedewald,NED,1996.0,"['Crystal Palace', 'Antwerp']","['MF,FW', 'DF,MF']",30,1118.0,0,0,0,0,0,0,1,1,0.9,0.9,0.0,0.9,12.0,4.0,0.0,528,637,0.0,1,11.0,8.0,0.0,4.0,0.0,0.0,0.0,35,20,3,13,41,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,33.33,0.0,0.0,82.89,0.0,0.0,0.0,0.0
Jean Butez,FRA,1995.0,"['Como', 'Antwerp']",['GK'],69,6210.0,0,0,0,0,0,0,1,0,0.0,0.0,0.8,0.8,0.0,0.0,0.0,2291,2935,0.8,3,1.0,10.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,24,2,57.0,208.0,152.0,32.0,8.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,78.06,0.83,73.08,46.38,0.0
Jean Felipe,BRA,1994.0,['Estrela'],"['MF,DF']",23,1151.0,1,2,3,1,0,0,0,0,0.5,0.5,3.6,4.0,10.0,3.0,4.0,506,737,3.6,23,5.0,9.0,1.0,87.0,0.0,0.0,0.0,24,18,1,10,21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.16,0.04,30.0,0.1,0.33,68.66,0.0,0.0,0.0,0.0
Jean Gorby,FRA,2002.0,['Braga'],['MF'],31,1333.0,1,0,1,1,0,0,4,0,0.6,0.6,0.2,0.7999999999999999,12.0,3.0,0.0,796,928,0.2,4,24.0,16.0,0.0,8.0,0.0,0.0,0.0,29,13,8,25,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.04,25.0,0.08,0.33,85.78,0.0,0.0,0.0,0.0
Jean Harisson Marcelin,MAD,2000.0,['Cercle Brugge'],['DF'],15,749.0,0,1,1,0,0,0,4,0,0.7,0.7,0.4,1.1,7.0,0.0,0.0,159,230,0.4,3,13.0,6.0,3.0,0.0,0.0,2.0,1.0,22,15,4,11,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.08,0.0,0.0,0.0,69.13,0.0,0.0,0.0,0.0
Jean Lucas,BRA,1998.0,['Monaco'],['MF'],6,291.0,0,0,0,0,0,0,0,0,0.6,0.6,0.2,0.8,5.0,3.0,0.0,134,154,0.2,3,4.0,4.0,1.0,1.0,0.0,0.0,0.0,9,5,1,4,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,60.0,0.0,0.0,87.01,0.0,0.0,0.0,0.0
Jean Mattéo Bahoya,FRA,2005.0,"['Angers', 'Eint Frankfurt']","['MF,FW', 'FW,MF', 'FW']",22,717.0,2,1,3,2,0,0,0,0,1.8,1.8,1.8,3.6,12.0,3.0,0.0,202,256,1.8,12,6.0,15.0,2.0,20.0,0.0,0.0,0.0,15,5,0,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.13,0.23,25.0,0.17,0.67,78.91,0.0,0.0,0.0,0.0
Jean Meneses,CHI,1993.0,['Toluca'],"['MF,FW', 'FW,MF', 'FW']",69,5113.0,14,15,29,14,0,0,8,3,11.299999999999999,11.299999999999999,12.600000000000001,23.900000000000002,126.0,40.0,0.0,1983,2540,12.600000000000001,119,57.0,78.0,32.0,146.0,2.0,0.0,0.0,86,52,2,32,22,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.26,0.2,31.75,0.11,0.35,78.07,0.0,0.0,0.0,0.0
Jean Onana,CMR,2000.0,"['Marseille', 'Lens']","['MF', 'MF,DF']",34,1376.0,1,0,1,1,0,0,4,0,1.2000000000000002,1.2000000000000002,0.5,1.7000000000000002,16.0,6.0,0.0,810,936,0.5,8,22.0,18.0,2.0,5.0,0.0,0.0,0.0,51,31,7,29,31,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.08,37.5,0.06,0.17,86.54,0.0,0.0,0.0,0.0
Jean Thierry Lazare,CIV,1998.0,"['Standard Liège', 'Union SG']","['MF,FW', 'MF']",72,4428.0,3,8,11,3,0,0,14,1,5.2,5.2,8.0,13.299999999999999,64.0,24.0,0.0,1149,1582,8.0,69,74.0,134.0,8.0,74.0,3.0,2.0,1.0,116,72,9,32,23,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.16,0.11,37.5,0.05,0.12,72.63,0.0,0.0,0.0,0.0
Jean-Charles Castelletto,CMR,1995.0,['Nantes'],['DF'],60,5032.0,2,0,2,2,0,0,8,0,1.2999999999999998,1.2999999999999998,1.2000000000000002,2.5999999999999996,19.0,9.0,0.0,2277,2713,1.2000000000000002,15,61.0,36.0,2.0,33.0,0.0,4.0,0.0,77,52,32,90,171,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.02,47.37,0.11,0.22,83.93,0.0,0.0,0.0,0.0
Jean-Clair Todibo,FRA,1999.0,"['West Ham', 'Nice']",['DF'],66,5647.0,0,2,2,0,0,0,6,3,1.4,1.4,1.8,3.2,23.0,5.0,0.0,4239,4756,1.8,14,46.0,34.0,2.0,19.0,0.0,2.0,1.0,137,77,34,82,213,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,21.74,0.0,0.0,89.13,0.0,0.0,0.0,0.0
Jean-Claude Billong,CMR,1993.0,['Clermont Foot'],['MF'],1,23.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,34,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.06,0.0,0.0,0.0,0.0
Jean-Daniel Akpa-Akpro,CIV,1992.0,"['Hellas Verona', 'Empoli', 'Monza']","['MF,FW', 'MF']",47,2258.0,1,1,2,1,0,0,16,2,2.2,2.2,1.1,3.1999999999999997,24.0,9.0,0.0,553,714,1.1,7,57.0,23.0,0.0,12.0,0.0,1.0,0.0,75,49,9,31,48,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.09,37.5,0.04,0.11,77.45,0.0,0.0,0.0,0.0
Jean-Eudes Aholou,CIV,1994.0,['Strasbourg'],['MF'],30,1300.0,3,1,4,3,0,0,4,1,1.2,1.2,1.1,2.3,21.0,8.0,0.0,447,592,1.1,9,39.0,23.0,1.0,5.0,0.0,0.0,0.0,34,20,0,24,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.07,0.08,38.1,0.14,0.38,75.51,0.0,0.0,0.0,0.0
Jean-Kevin Duverne,HAI,1997.0,"['Kortrijk', 'Nantes', 'Brest']","['DF,MF', 'DF']",60,4493.0,3,0,3,3,0,0,8,0,1.5,1.5,1.9,3.4,15.0,7.0,0.0,1881,2581,1.9,20,74.0,39.0,4.0,118.0,2.0,1.0,0.0,128,68,11,53,127,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.03,46.67,0.2,0.43,72.88,0.0,0.0,0.0,0.0
Jean-Louis Leca,FRA,1985.0,['Lens'],['GK'],2,180.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,65,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,3.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.85,1.5,50.0,0.0,0.0
Jean-Luc Dompé,FRA,1995.0,"['Zulte Waregem', 'Hamburger SV']","['FW,MF', 'FW']",8,501.0,0,0,0,0,0,0,0,0,0.8999999999999999,0.8999999999999999,1.2,2.2,15.0,9.0,2.0,141,192,1.2,12,1.0,7.0,2.0,26.0,0.0,0.0,0.0,1,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,60.0,0.0,0.0,73.44,0.0,0.0,0.0,0.0
Jean-Manuel Mbom,GER,2000.0,['Werder Bremen'],['MF'],2,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,0.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.67,0.0,0.0,0.0,0.0
Jean-Paul Boëtius,SUR,1994.0,['Hertha BSC'],['MF'],21,1050.0,0,0,0,0,0,0,3,0,0.5,0.5,0.7,1.2,5.0,3.0,0.0,303,421,0.7,13,14.0,26.0,0.0,5.0,0.0,0.0,0.0,30,16,5,14,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,60.0,0.0,0.0,71.97,0.0,0.0,0.0,0.0
Jean-Philippe Gbamin,CIV,1995.0,['Metz'],['DF'],6,540.0,1,0,1,1,0,0,0,0,1.1,1.1,0.3,1.4,2.0,1.0,0.0,394,434,0.3,4,4.0,1.0,0.0,0.0,0.0,0.0,0.0,18,9,5,3,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.18,50.0,0.5,1.0,90.78,0.0,0.0,0.0,0.0
Jean-Philippe Krasso,CIV,1997.0,['Paris FC'],['FW'],7,226.0,2,1,3,1,1,1,0,0,1.9,1.1,0.5,1.6,8.0,5.0,0.0,37,54,0.5,4,3.0,3.0,2.0,2.0,0.0,0.0,0.0,2,2,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.4,0.76,62.5,0.25,0.4,68.52,0.0,0.0,0.0,0.0
Jean-Philippe Mateta,FRA,1997.0,['Crystal Palace'],['FW'],70,3583.0,20,5,25,17,3,3,8,0,17.900000000000002,15.600000000000001,3.8000000000000003,19.4,84.0,40.0,0.0,460,653,3.8000000000000003,38,57.0,35.0,34.0,25.0,2.0,0.0,0.0,30,17,6,11,45,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.13,0.45,47.62,0.24,0.5,70.44,0.0,0.0,0.0,0.0
Jean-Ricner Bellegarde,HAI,1998.0,"['Strasbourg', 'Wolves']","['MF,FW']",61,3887.0,6,9,15,6,0,0,7,1,4.9,4.9,8.0,12.8,64.0,22.0,14.0,1334,1749,8.0,75,51.0,113.0,3.0,169.0,3.0,1.0,0.0,75,42,5,40,39,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.21,0.11,34.38,0.09,0.27,76.27,0.0,0.0,0.0,0.0
Jean-Victor Makengo,FRA,1998.0,"['Udinese', 'Lorient']","['MF,FW', 'MF']",46,2542.0,0,2,2,0,0,0,4,1,1.0,1.0,1.1,2.1,20.0,5.0,0.0,1043,1204,1.1,16,36.0,55.0,0.0,13.0,0.0,0.0,0.0,40,26,8,29,21,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.04,25.0,0.0,0.0,86.63,0.0,0.0,0.0,0.0
Jeanuël Belocian,FRA,2005.0,['Rennes'],['DF'],31,1954.0,0,1,1,0,0,0,1,0,0.5,0.5,0.5,1.0,4.0,0.0,0.0,1033,1170,0.5,7,18.0,16.0,0.0,16.0,0.0,0.0,0.0,42,29,13,19,60,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.0,0.0,0.0,88.29,0.0,0.0,0.0,0.0
Jeff Ekhator,ITA,2006.0,['Genoa'],"['FW,DF']",5,85.0,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,2.0,0.0,0.0,8,20,0.1,1,3.0,5.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0
Jeff Hardeveld,NED,1995.0,['Emmen'],['DF'],6,354.0,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.5,3.0,1.0,0.0,171,224,0.3,2,4.0,1.0,0.0,18.0,0.0,0.0,0.0,15,13,1,12,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,33.33,0.0,0.0,76.34,0.0,0.0,0.0,0.0
Jeff Reine-Adélaïde,FRA,1998.0,"['Troyes', 'Lyon', 'RWDM']",['MF'],40,1936.0,1,3,4,1,0,0,3,1,2.1,2.1,2.4000000000000004,4.5,29.0,10.0,1.0,980,1191,2.4000000000000004,23,21.0,30.0,0.0,47.0,0.0,0.0,0.0,26,19,2,17,16,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.14,0.1,34.48,0.03,0.1,82.28,0.0,0.0,0.0,0.0
Jefferson Intriago,ECU,1996.0,['Mazatlán'],['MF'],70,5616.0,1,3,4,1,0,0,15,0,1.0,1.0,2.1,3.1,37.0,8.0,1.0,2825,3152,2.1,33,62.0,103.0,0.0,25.0,0.0,1.0,0.0,101,63,11,34,61,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.02,21.62,0.03,0.12,89.63,0.0,0.0,0.0,0.0
Jefferson Lerma,COL,1994.0,"['Crystal Palace', 'Bournemouth']","['MF', 'MF,DF']",71,5828.0,6,1,7,6,0,0,16,0,5.800000000000001,5.800000000000001,4.5,10.3,75.0,21.0,0.0,2396,2938,4.5,43,83.0,62.0,6.0,26.0,0.0,2.0,1.0,95,57,27,84,171,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.02,0.09,28.0,0.08,0.29,81.55,0.0,0.0,0.0,0.0
Jeffinho,BRA,1999.0,['Lyon'],"['FW,MF', 'FW']",19,754.0,2,1,3,2,0,0,1,0,2.1,2.1,1.1,3.2,21.0,8.0,0.0,241,302,1.1,13,12.0,15.0,1.0,5.0,2.0,0.0,0.0,28,8,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.12,0.25,38.1,0.1,0.25,79.8,0.0,0.0,0.0,0.0
Jeffrey Bruma,NED,1991.0,"['Heerenveen', 'RKC Waalwijk']",['DF'],22,1054.0,0,0,0,0,0,0,5,1,0.2,0.2,0.5,0.7,4.0,0.0,1.0,524,609,0.5,4,18.0,4.0,0.0,0.0,0.0,2.0,0.0,17,12,13,11,51,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,86.04,0.0,0.0,0.0,0.0
Jeffrey De Lange,NED,1998.0,"['Marseille', 'Go Ahead Eag']",['GK'],69,6210.0,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.1,1.0,0.0,0.0,1868,2708,0.0,2,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,16,3,102.0,353.0,253.0,20.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.98,1.48,71.67,28.99,0.0
Jeffrey Gouweleeuw,NED,1991.0,['Augsburg'],['DF'],66,5724.0,1,1,2,1,0,0,21,0,2.7,2.7,4.1000000000000005,7.0,39.0,8.0,0.0,2334,3155,4.1000000000000005,29,64.0,17.0,6.0,29.0,0.0,2.0,1.0,82,55,47,90,280,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,20.51,0.03,0.12,73.98,0.0,0.0,0.0,0.0
Jeffrey Schlupp,GHA,1992.0,['Crystal Palace'],"['MF,FW', 'FW,MF']",63,3883.0,5,3,8,5,0,0,8,0,5.0,5.0,3.6999999999999997,8.7,47.0,20.0,0.0,912,1234,3.6999999999999997,37,75.0,48.0,0.0,26.0,0.0,0.0,0.0,104,70,10,31,62,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.07,0.12,42.55,0.11,0.25,73.91,0.0,0.0,0.0,0.0
Jeffry Puriel,BOE,2002.0,['Almere City'],['FW'],2,55.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.2,1.0,1.0,0.0,5,7,0.1,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,71.43,0.0,0.0,0.0,0.0
Jeison Murillo,COL,1992.0,['Sampdoria'],['DF'],20,1057.0,0,0,0,0,0,0,6,1,0.2,0.2,0.0,0.2,3.0,0.0,0.0,456,557,0.0,2,18.0,19.0,0.0,1.0,0.0,0.0,1.0,22,11,14,8,39,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,81.87,0.0,0.0,0.0,0.0
Jelle Bataille,BEL,1999.0,['Antwerp'],['DF'],77,5658.0,1,3,4,1,0,0,7,0,2.5,2.5,6.8,9.3,30.0,10.0,0.0,3564,4437,6.8,79,45.0,63.0,5.0,158.0,2.0,0.0,0.0,203,127,7,86,102,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.04,33.33,0.03,0.1,80.32,0.0,0.0,0.0,0.0
Jelle Vossen,BEL,1989.0,['Zulte Waregem'],"['FW,MF']",31,2330.0,9,2,11,6,3,3,4,0,8.8,6.5,3.8,10.3,57.0,17.0,0.0,432,636,3.8,24,28.0,23.0,11.0,23.0,0.0,0.0,0.0,17,9,2,11,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.08,0.34,29.82,0.16,0.53,67.92,0.0,0.0,0.0,0.0
Jens Cajuste,SWE,1999.0,"['Reims', 'Napoli']",['MF'],57,2546.0,3,3,6,3,0,0,15,1,3.0,3.0,2.3,5.3,43.0,10.0,0.0,975,1174,2.3,31,62.0,40.0,1.0,13.0,0.0,1.0,0.0,82,49,9,22,37,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.11,23.26,0.07,0.3,83.05,0.0,0.0,0.0,0.0
Jens Grahl,GER,1988.0,['Eint Frankfurt'],['GK'],2,180.0,0,1,1,0,0,0,0,0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,61,92,0.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,2.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,66.3,1.0,77.78,0.0,0.0
Jens Mathijsen,0,0.0,['Willem II'],['DF'],5,124.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,48,0.0,0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,9,6,4,0,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.75,0.0,0.0,0.0,0.0
Jens Odgaard,DEN,1999.0,"['AZ Alkmaar', 'Bologna']","['FW,MF', 'MF', 'FW']",60,3176.0,13,6,19,13,0,0,2,0,12.7,12.7,3.8,16.4,117.0,45.0,5.0,655,961,3.8,38,64.0,68.0,15.0,60.0,0.0,0.0,0.0,62,34,7,14,38,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.17,0.36,38.46,0.11,0.29,68.16,0.0,0.0,0.0,0.0
