Player_Name,Nationality_Full,Position_FBref,Club_FBref,Matches_Played,Minutes_Played,Gls,Ast,PK,G_per_Sh_Standard,Cmp_percent_Total,TklW_Percent
Stefan Posch,Austria,DF,"['Como', 'Hoffenheim', 'Bologna']",64,5058.0,7,4,0,0.15,80.04,56.17
Stefan Savić,MNE,DF,['Atlético Madrid'],45,3573.0,0,0,0,0.0,85.49,68.18
Stefan Schimmer,Germany,Other,['Heidenheim'],17,176.0,0,1,0,0.0,47.06,100.0
Stefan de Vrij,Netherlands,DF,['Inter'],53,3621.0,2,0,0,0.07,90.63,68.09
Stefano Beltrame,Italy,MF,['Marítimo'],20,1056.0,0,0,0,0.0,73.1,54.55
Stefano Moreo,Italy,Other,['Pisa'],5,234.0,0,0,0,0.0,64.52,100.0
Stefano Sabelli,Italy,DF,['Genoa'],33,2485.0,0,1,0,0.0,62.46,50.0
Stefano Sensi,Italy,MF,"['Inter', 'Monza']",32,1664.0,3,2,0,0.15,85.22,64.29
Stefano Turati,Italy,GK,"['Sassuolo', 'Frosinone']",32,2835.0,0,0,0,0.0,71.95,0.0
Stefanos Tzimas,GRE,Other,['Brighton'],2,30.0,0,0,0,0.0,33.33,100.0
Steffen Tigges,Germany,FW,['Köln'],55,2323.0,9,1,0,0.16,57.71,59.09
Stelios Andreou,CYP,DF,['Charleroi'],77,6386.0,2,1,0,0.13,83.46,66.41
Stephan El Shaarawy,Italy,Other,['Roma'],66,3387.0,10,6,0,0.11,81.04,53.33
Stephano Carrillo,Mexico,FW,"['Santos', 'Feyenoord']",21,809.0,1,0,0,0.06,68.88,66.67
Stephen Eustáquio,CAN,MF,['Porto'],87,5120.0,4,7,0,0.07,84.45,55.63
Stephen Welsh,Scotland,DF,['Mechelen'],7,405.0,0,0,0,0.0,89.17,40.0
Stephy Mavididi,England,FW,['Montpellier'],26,1288.0,4,2,0,0.11,74.21,79.17
Stevan Jovetić,MNE,Other,['Hertha BSC'],17,892.0,4,2,0,0.15,63.29,66.67
Steve Cook,England,DF,"[""Nott'ham Forest""]",12,957.0,0,0,0,0.0,80.39,50.0
Steve Mandanda,France,GK,['Rennes'],68,6074.0,0,1,0,0.0,74.39,0.0
Steve Mounié,BEN,FW,['Brest'],55,3424.0,12,2,1,0.1,58.66,57.14
Steve Mvoué,CMR,MF,"['Portimonense', 'Seraing']",25,1217.0,1,0,0,0.07,71.68,64.52
Steve Ngoura,France,FW,"['Le Havre', 'Cercle Brugge']",14,246.0,0,1,0,0.0,68.25,66.67
Steven Alzate,Colombia,MF,['Standard Liège'],44,3629.0,3,9,0,0.12,84.07,63.73
Steven Baseya,France,DF,['Strasbourg'],2,6.0,0,0,0,0.0,91.67,50.0
Steven Berghuis,Netherlands,Other,['Ajax'],75,4970.0,16,22,2,0.1,76.06,56.82
Steven Bergwijn,Netherlands,FW,['Ajax'],57,4299.0,24,9,5,0.16,85.76,70.21
Steven Fortes,CPV,DF,['Lens'],1,7.0,0,0,0,0.0,33.33,0.0
Steven Shpendi,ALB,Other,['Empoli'],12,411.0,0,1,0,0.0,75.0,0.0
Steven Vitória,CAN,DF,"['Boavista', 'Chaves']",59,4209.0,8,0,5,0.19,82.49,59.38
Stije Resink,Netherlands,MF,"['Almere City', 'Groningen']",61,4943.0,6,3,0,0.08,75.11,63.01
Stijn Bultman,Netherlands,DF,['Heracles Almelo'],14,1117.0,0,1,0,0.0,79.48,75.86
Stijn Spierings,Netherlands,MF,"['Toulouse', 'Lens']",62,4754.0,2,1,0,0.06,85.74,71.81
Stijn van Gassel,Netherlands,GK,"['NEC Nijmegen', 'Excelsior']",70,6272.0,0,0,0,0.0,60.92,0.0
Stipe Perica,CRO,FW,['Standard Liège'],29,1130.0,4,2,0,0.12,66.04,60.0
Stipe Radić,CRO,DF,['Fortuna Sittard'],7,280.0,0,0,0,0.0,87.59,66.67
Stiven Mendoza,Colombia,Other,['León'],25,2085.0,9,1,0,0.17,75.63,58.33
Stiven Plaza,ECU,Other,['Mazatlán'],2,34.0,0,0,0,0.0,85.71,0.0
Stjepan Lončar,BIH,MF,['Kortrijk'],22,1180.0,0,1,0,0.0,71.61,50.0
Stole Dimitrievski,MKD,GK,['Rayo Vallecano'],74,6654.0,0,0,0,0.0,61.24,50.0
Strahinja Pavlović,SRB,DF,['Milan'],5,382.0,1,0,0,0.5,87.41,50.0
Stredair Appuah,France,Other,['Nantes'],9,150.0,0,0,0,0.0,66.0,50.0
Stuart Armstrong,Scotland,Other,['Southampton'],32,1408.0,2,1,0,0.09,78.55,65.62
Stéphane Diarra,France,Other,['Lorient'],28,1066.0,2,0,0,0.1,73.17,68.0
Suat Serdar,Germany,MF,"['Hellas Verona', 'Hertha BSC']",63,4195.0,5,4,0,0.09,71.75,62.18
Suf Podgoreanu,ISR,Other,['Heracles Almelo'],32,2337.0,1,5,0,0.02,65.09,64.1
Sulayman Marreh,GAM,MF,['Gent'],10,394.0,1,0,0,0.2,84.23,70.0
Suphanat Mueanta,THA,Other,['OH Leuven'],11,204.0,1,0,0,0.33,65.57,66.67
Suso,Spain,Other,['Sevilla'],54,2582.0,3,8,0,0.06,77.48,67.5
Sven Botman,Netherlands,DF,['Newcastle Utd'],57,4752.0,2,2,0,0.06,87.82,63.33
Sven Bouland,Netherlands,DF,['Groningen'],2,49.0,0,0,0,0.0,86.96,0.0
Sven Kums,Belgium,MF,['Gent'],75,5524.0,5,10,0,0.09,82.17,58.18
Sven Michel,Germany,Other,"['Augsburg', 'Union Berlin']",43,1078.0,5,2,2,0.19,55.65,62.5
Sven Mijnans,Netherlands,MF,"['AZ Alkmaar', ""Sparta R'dam""]",92,7229.0,17,18,0,0.1,79.09,52.7
Sven Nieuwpoort,Netherlands,DF,['Excelsior'],45,3151.0,1,0,0,0.14,89.26,67.65
Sven Sonnenberg,Germany,DF,['Heracles Almelo'],25,1655.0,1,0,0,0.1,87.37,64.71
Sven Ulreich,Germany,GK,['Bayern Munich'],14,1260.0,0,0,0,0.0,84.22,50.0
Sven van Beek,Netherlands,DF,['Heerenveen'],45,3964.0,1,1,0,0.04,85.31,58.54
Syb Van Ottele,Netherlands,DF,"['Heerenveen', 'Fortuna Sittard']",77,4483.0,1,4,0,0.02,77.99,66.07
Sydie Peck,England,MF,['Sheffield Utd'],1,10.0,0,0,0,0.0,100.0,0.0
Sydney van Hooijdonk,Netherlands,FW,"['Heerenveen', 'Bologna', 'NAC Breda']",59,3805.0,17,1,1,0.15,69.01,61.11
Sylla Sow,Netherlands,FW,"['NEC Nijmegen', 'Go Ahead Eag']",57,1645.0,8,2,0,0.19,73.7,59.26
Sylvester Jasper,BUL,Other,['Portimonense'],24,1673.0,2,2,0,0.06,70.58,54.55
Szymon Żurkowski,POL,MF,"['Spezia', 'Empoli', 'Fiorentina']",25,1327.0,4,1,0,0.16,76.71,37.5
Sávio,Brazil,Other,"['Manchester City', 'PSV Eindhoven', 'Girona']",46,3155.0,9,12,0,0.19,76.31,54.35
Séamus Coleman,IRL,FW,['Everton'],36,2322.0,1,0,0,0.14,73.42,76.92
Sébastien Corchia,France,DF,['Nantes'],22,786.0,0,1,0,0.0,69.27,37.5
Sébastien Haller,CIV,FW,"['Utrecht', 'Dortmund']",49,2890.0,13,5,0,0.18,67.96,50.0
Sékou Gassama,SEN,FW,['Valladolid'],1,36.0,0,0,0,0.0,77.78,0.0
Sékou Oumar Sylla,GUI,DF,['Cambuur'],5,224.0,0,0,0,0.0,75.97,0.0
Sérgio Conceição,Portugal,Other,"['Portimonense', 'Seraing']",24,866.0,0,0,0,0.0,64.03,72.22
Sérigné Diop,SEN,FW,['Brest'],2,12.0,0,0,0,0.0,66.67,0.0
Søren Tengstedt,DEN,Other,['Go Ahead Eag'],26,827.0,0,2,0,0.0,79.73,76.47
Tadeo Allende,Argentina,Other,['Celta Vigo'],10,336.0,1,0,0,0.12,61.22,16.67
Tahiel Jiménez,Mexico,Other,['Santos'],25,988.0,1,0,0,0.05,75.85,42.86
Tahith Chong,CUW,Other,['Luton Town'],33,1982.0,4,0,0,0.13,77.82,61.11
Taichi Fukui,JPN,MF,"['Portimonense', 'Arouca']",41,2779.0,1,3,0,0.04,82.58,64.91
Taichi Hara,JPN,FW,['Sint-Truiden'],11,500.0,0,2,0,0.0,51.61,33.33
Taiwo Awoniyi,NGA,FW,"[""Nott'ham Forest""]",47,2446.0,16,4,0,0.28,67.84,65.38
Tajon Buchanan,CAN,MF,"['Inter', 'Villarreal', 'Club Brugge']",51,3092.0,7,4,0,0.15,78.07,65.91
Takahiro Akimoto,JPN,DF,['OH Leuven'],30,2288.0,0,0,0,0.0,80.14,57.97
Takahiro Kunimoto,JPN,Other,['Casa Pia'],24,1269.0,1,2,0,0.07,67.89,57.14
Takefusa Kubo,JPN,Other,['Real Sociedad'],72,5030.0,17,8,0,0.13,71.04,62.34
Takehiro Tomiyasu,JPN,DF,['Arsenal'],43,1812.0,2,2,0,0.1,81.81,57.45
Takuma Asano,JPN,FW,"['Bochum', 'Mallorca']",59,3950.0,10,4,0,0.08,67.39,46.88
Takuma Ominami,JPN,DF,['OH Leuven'],19,1330.0,0,0,0,0.0,88.06,65.0
Takumi Minamino,JPN,MF,['Monaco'],54,3231.0,12,10,0,0.13,71.24,52.0
Takuro Kaneko,JPN,Other,['Kortrijk'],16,894.0,1,0,0,0.09,62.43,75.0
Talocha,Portugal,DF,['Farense'],26,2060.0,0,1,0,0.0,68.55,72.22
Talys Oliveira,Brazil,DF,['Farense'],16,1235.0,0,0,0,0.0,59.93,62.5
Tamble,GNB,FW,['Portimonense'],5,363.0,1,0,0,0.2,71.21,0.0
Tammy Abraham,England,FW,['Roma'],46,2431.0,9,3,0,0.14,65.28,55.0
Tanguy Coulibaly,France,Other,"['Montpellier', 'Stuttgart']",30,949.0,5,0,1,0.18,75.08,80.0
Tanguy Ndombele,France,MF,['Napoli'],30,807.0,1,0,0,0.06,87.8,57.14
Tanguy Nianzou,France,DF,['Sevilla'],30,1855.0,1,0,0,0.12,87.75,71.05
Tanguy Zoukrou,France,DF,['Troyes'],8,511.0,0,0,0,0.0,86.43,50.0
Tani Oluwaseyi,CAN,FW,['Villarreal'],5,146.0,1,1,0,0.14,66.67,100.0
Tanner Tessmann,United States,MF,['Lyon'],6,540.0,1,0,0,0.09,86.93,50.0
Tarick Ximines,JAM,FW,['Cercle Brugge'],1,16.0,0,0,0,0.0,57.14,0.0
Tarik Muharemovic,BIH,DF,['Sassuolo'],6,540.0,0,1,0,0.0,82.48,28.57
Tarik Tissoudali,MAR,Other,['Gent'],32,1786.0,11,5,0,0.15,72.2,66.67
Tariq Lamptey,GHA,DF,"['Brighton', 'Fiorentina']",41,1392.0,0,3,0,0.0,81.62,64.71
Tashan Oakley-Boothe,England,Other,['Estrela'],2,57.0,0,0,0,0.0,87.1,0.0
Tatsuhiro Sakamoto,JPN,Other,['Oostende'],30,2622.0,0,6,0,0.0,65.72,57.89
Tawanda Chirewa,ZIM,Other,['Wolves'],8,145.0,0,0,0,0.0,79.31,42.86
Taylor Booth,United States,FW,"['Utrecht', 'Twente']",56,2950.0,7,5,0,0.12,66.39,48.08
Tayo Adaramola,IRL,DF,['RWDM'],9,575.0,0,0,0,0.0,74.29,66.67
Taïryk Arconte,France,FW,['Brest'],4,128.0,0,0,0,0.0,58.82,100.0
Teddy Alloh,France,DF,['Eupen'],16,559.0,0,1,0,0.0,78.97,62.5
Teddy Teuma,MLT,MF,"['Reims', 'Union SG']",60,4767.0,15,10,7,0.15,77.04,61.19
Teden Mengi,England,DF,['Luton Town'],30,2469.0,1,0,0,0.09,77.61,40.74
Telasco Segovia,VEN,MF,"['Sampdoria', 'Casa Pia']",32,1655.0,2,1,0,0.09,81.78,63.16
Telli Siwe,France,DF,['Auxerre'],3,225.0,0,0,0,0.0,84.85,75.0
Telmo Arcanjo,CPV,FW,['Vitória'],28,1320.0,5,2,0,0.17,73.5,72.22
Teo Quintero,VEN,DF,"[""Sparta R'dam""]",12,573.0,1,0,0,0.2,86.5,66.67
Terem Moffi,NGA,FW,"['Lorient', 'Nice']",70,4945.0,31,5,4,0.23,74.14,55.56
Terence Kongolo,Netherlands,DF,['NAC Breda'],18,886.0,0,0,0,0.0,86.21,70.0
Terry Lartey Sanniez,Netherlands,Other,['NEC Nijmegen'],9,152.0,0,0,0,0.0,89.41,80.0
Terry Yegbe,GHA,DF,['Metz'],4,346.0,0,0,0,0.0,82.81,57.14
Tesfaldet Tekie,Sweden,MF,['Go Ahead Eag'],8,350.0,0,0,0,0.0,78.11,30.0
Tete Morente,Spain,Other,"['Elche', 'Lecce']",37,2434.0,4,0,0,0.07,71.98,65.79
Tetê,Brazil,FW,"['Lyon', 'Leicester City']",30,1841.0,7,2,0,0.16,74.5,51.43
Teun Gijselhart,Netherlands,MF,['Zwolle'],3,39.0,0,0,0,0.0,73.68,66.67
Teun Koopmeiners,Netherlands,MF,"['Juventus', 'Atalanta']",72,5755.0,22,9,4,0.2,75.45,54.74
Teun Wilke,Mexico,FW,"['Cercle Brugge', 'Guadalajara']",12,550.0,2,1,0,0.11,71.74,33.33
Theo Bair,CAN,Other,['Auxerre'],2,10.0,0,0,0,0.0,75.0,0.0
Theo Bongonda,Congo DR,Other,['Cádiz'],31,1938.0,4,3,1,0.1,67.28,71.43
Theo Corbeanu,CAN,Other,['Granada'],9,182.0,1,0,0,0.2,61.67,40.0
Theo Hernández,France,DF,['Milan'],64,5562.0,9,7,2,0.08,82.99,56.16
Theo Leoni,Belgium,MF,['Anderlecht'],56,3347.0,5,7,0,0.16,84.78,63.44
Theo Walcott,England,Other,['Southampton'],20,1129.0,2,2,0,0.1,68.7,46.15
Theocharis Tsingaras,GRE,MF,['Toulouse'],1,7.0,0,0,0,0.0,80.0,0.0
Theofanis Bakoulas,GRE,MF,['Rio Ave'],10,390.0,1,0,0,0.14,77.94,66.67
Therence Koudou,France,DF,['Reims'],9,314.0,0,0,0,0.0,82.08,100.0
Thiago,Brazil,FW,"['Brentford', 'Club Brugge']",32,2335.0,20,2,7,0.33,71.37,59.38
Thiago Alcántara,Spain,MF,['Liverpool'],19,1260.0,0,0,0,0.0,86.09,55.81
Thiago Almada,Argentina,Other,['Atlético Madrid'],3,206.0,0,0,0,0.0,84.25,66.67
Thiago Helguera,Uruguay,MF,['Braga'],1,9.0,0,0,0,0.0,71.43,0.0
Thiago Mendes,Brazil,Other,['Lyon'],31,2063.0,1,1,0,0.07,86.42,56.25
Thiago Silva,Brazil,DF,['Chelsea'],58,4879.0,3,3,0,0.1,92.91,60.0
Thibang Phete,RSA,Other,['Chaves'],9,443.0,0,0,0,0.0,90.23,60.0
Thibaud Verlinden,Belgium,Other,"['Beerschot', 'OH Leuven']",26,2101.0,2,6,0,0.03,70.45,68.0
Thibault De Smet,Belgium,DF,"['Reims', 'Paris FC']",54,3957.0,0,1,0,0.0,79.99,61.9
Thibault Peyre,France,DF,['Mechelen'],16,1215.0,2,0,0,0.33,80.39,69.23
Thibault Tamas,France,DF,['Montpellier'],1,10.0,0,0,0,0.0,71.43,0.0
Thibault Vlietinck,Belgium,DF,['OH Leuven'],48,2034.0,1,1,0,0.08,75.0,61.54
Thibaut Courtois,Belgium,GK,['Real Madrid'],42,3752.0,0,0,0,0.0,85.22,33.33
Thibo Baeten,Belgium,Other,['Go Ahead Eag'],27,920.0,0,2,0,0.0,68.08,43.75
Thibo Somers,Belgium,Other,['Cercle Brugge'],87,7483.0,13,11,0,0.1,54.06,67.65
Thierno Balde,France,Other,['Troyes'],31,2153.0,0,1,0,0.0,81.95,51.85
Thierno Barry,France,FW,['Everton'],6,166.0,0,0,0,0.0,69.7,0.0
Thierry Ambrose,GLP,FW,"['Kortrijk', 'Oostende']",59,4025.0,13,5,4,0.12,63.91,53.85
Thierry Correia,Portugal,DF,['Valencia'],60,4209.0,0,2,0,0.0,76.31,64.93
Thierry Lutonda,Belgium,DF,"['RKC Waalwijk', 'Zwolle']",57,3697.0,1,2,0,0.05,77.65,54.55
Thijmen Blokzijl,Netherlands,DF,['Groningen'],43,3403.0,1,1,0,0.1,87.14,63.27
Thijs Dallinga,Netherlands,FW,"['Toulouse', 'Bologna']",73,4975.0,26,3,1,0.18,64.99,56.76
Thijs Oosting,Netherlands,Other,['Groningen'],22,784.0,1,0,0,0.08,71.15,40.0
Thilo Kehrer,Germany,DF,"['West Ham', 'Monaco']",49,3792.0,1,3,0,0.04,86.22,62.03
Thom Haye,IDN,MF,"['Heerenveen', 'Almere City']",92,7370.0,6,9,3,0.05,76.99,65.46
Thom van Bergen,Netherlands,FW,['Groningen'],46,2837.0,5,1,0,0.11,70.37,57.41
Thomas Beelen,Netherlands,DF,['Feyenoord'],45,2995.0,1,1,0,0.06,91.14,55.56
Thomas Bruns,Netherlands,Other,['Heracles Almelo'],46,2237.0,3,4,0,0.07,65.95,67.92
Thomas Buitink,Netherlands,FW,"['Zwolle', 'Vitesse', 'Fortuna Sittard']",47,1224.0,1,3,0,0.04,65.04,28.57
Thomas Cannon,IRL,FW,['Everton'],3,26.0,0,0,0,0.0,80.0,0.0
Thomas Delaine,France,DF,"['Strasbourg', 'Le Havre']",47,3236.0,1,3,0,0.05,70.16,50.0
Thomas Delaney,DEN,MF,"['Hoffenheim', 'Sevilla', 'Anderlecht']",28,1519.0,1,0,0,0.06,72.39,64.52
Thomas Didillon,France,GK,['Willem II'],34,3060.0,0,0,0,0.0,65.07,0.0
Thomas Foket,Belgium,DF,"['Reims', 'Anderlecht']",62,4334.0,0,4,0,0.0,80.11,55.7
Thomas Henry,France,FW,['Hellas Verona'],34,1364.0,5,0,0,0.16,50.51,60.0
Thomas Isherwood,Sweden,DF,['Darmstadt 98'],12,636.0,0,0,0,0.0,83.21,45.45
Thomas Kaminski,Belgium,GK,['Luton Town'],38,3405.0,0,0,0,0.0,59.2,50.0
Thomas Kastanaras,GRE,Other,['Stuttgart'],4,72.0,0,0,0,0.0,82.35,0.0
Thomas Keller,Germany,Other,['Heidenheim'],2,2.0,0,0,0,0.0,71.43,0.0
Thomas Kristensen,DEN,DF,['Udinese'],31,2546.0,1,1,0,0.08,79.25,69.23
Thomas Lam,FIN,DF,['Zwolle'],31,2649.0,2,0,0,0.07,87.75,58.82
Thomas Lemar,France,MF,"['Girona', 'Atlético Madrid']",33,1559.0,1,3,0,0.06,84.08,55.88
Thomas Luciano,Brazil,DF,['Gil Vicente FC'],4,28.0,1,0,0,1.0,54.17,33.33
Thomas Mangani,France,MF,['Ajaccio'],26,1332.0,1,1,1,0.11,69.67,53.12
Thomas Meunier,Belgium,DF,"['Dortmund', 'Lille']",20,1345.0,0,0,0,0.0,77.76,40.91
Thomas Müller,Germany,Other,['Bayern Munich'],58,3319.0,12,17,0,0.14,74.53,59.57
Thomas Ouwejan,Netherlands,DF,"['Schalke 04', 'NEC Nijmegen']",46,2695.0,2,6,1,0.06,60.73,54.29
Thomas Partey,GHA,MF,"['Villarreal', 'Arsenal']",54,3546.0,3,0,0,0.07,87.59,59.09
Thomas Robinet,France,Other,['Almere City'],65,5557.0,13,5,3,0.11,61.16,54.05
Thomas Strakosha,ALB,GK,['Brentford'],2,135.0,0,0,0,0.0,73.24,0.0
Thomas Van den Keybus,Belgium,MF,['Westerlo'],66,3566.0,3,3,0,0.05,73.41,59.26
Thomas van den Belt,Netherlands,MF,['Feyenoord'],9,274.0,0,0,0,0.0,72.95,62.5
Thorgan Hazard,Belgium,DF,"['PSV Eindhoven', 'Dortmund', 'Anderlecht']",54,2759.0,7,5,0,0.12,77.11,62.03
Théo Barbet,France,DF,['Almere City'],41,2681.0,0,1,0,0.0,74.2,51.35
Théo De Percin,MTQ,GK,['Auxerre'],3,226.0,0,0,0,0.0,54.65,0.0
Théo Defourny,Belgium,GK,"['Charleroi', 'RWDM']",31,2769.0,0,0,0,0.0,65.11,100.0
Théo Fonseca,France,FW,['Famalicão'],19,759.0,2,0,0,0.13,65.1,30.0
Théo Gécé,Belgium,MF,['RWDM'],7,128.0,0,0,0,0.0,70.21,80.0
Théo Le Bris,France,DF,['Lorient'],59,3276.0,3,4,0,0.11,79.62,61.64
Théo Maréchal,Netherlands,Other,['Eupen'],1,8.0,0,0,0,0.0,0.0,0.0
Théo Ndicka,France,Other,['Oostende'],23,1226.0,2,1,0,0.11,65.13,63.16
Théo Pellenard,France,DF,['Auxerre'],2,99.0,0,0,0,0.0,52.38,0.0
Théo Sainte-Luce,France,DF,['Montpellier'],15,880.0,1,1,0,0.17,81.05,60.0
Théo Trinker,France,MF,['Nice'],1,1.0,0,0,0,0.0,0.0,0.0
Tiago Araújo,Portugal,Other,"['Gent', 'Estoril']",70,3717.0,3,2,0,0.05,70.7,68.33
Tiago Brito,Portugal,MF,['Estoril'],4,97.0,0,0,0,0.0,82.19,33.33
Tiago Dantas,Portugal,MF,['AZ Alkmaar'],20,693.0,1,1,0,0.08,87.41,57.14
Tiago Dias,Portugal,Other,['Casa Pia'],27,865.0,1,1,0,0.1,64.61,70.0
Tiago Djaló,Portugal,DF,"['Porto', 'Juventus', 'Lille']",34,2624.0,2,0,0,0.09,92.89,62.79
Tiago Esgaio,Portugal,DF,['Arouca'],79,6738.0,4,6,0,0.09,72.87,56.55
Tiago Ferreira,Portugal,Other,['Estrela'],3,53.0,0,0,0,0.0,78.95,66.67
Tiago Fonseca Morais,Portugal,FW,"['Boavista', 'Rio Ave', 'Lille']",53,3008.0,10,2,1,0.16,68.29,70.91
Tiago Gabriel,Portugal,DF,"['Estrela', 'Lecce']",16,1352.0,2,0,0,0.25,84.52,56.67
Tiago Galletto,Uruguay,MF,['AVS Futebol'],3,90.0,0,0,0,0.0,58.82,0.0
Tiago Gouveia,Portugal,FW,"['Estoril', 'Benfica', 'Nice']",48,3100.0,8,10,0,0.12,75.32,58.06
Tiago Ilori,Portugal,DF,['Paços de Ferreira'],3,205.0,0,0,0,0.0,89.58,0.0
Tiago Machado,Portugal,Other,['Boavista'],18,154.0,0,0,0,0.0,73.81,100.0
Tiago Parente,Portugal,DF,['Estoril'],1,19.0,0,0,0,0.0,75.0,100.0
Tiago Reis,Brazil,FW,['Nacional'],7,231.0,0,0,0,0.0,62.16,0.0
Tiago Ribeiro,Portugal,MF,['Paços de Ferreira'],5,176.0,0,0,0,0.0,83.13,75.0
Tiago Santos,Portugal,DF,"['Estoril', 'Lille']",60,4873.0,1,7,0,0.02,77.23,66.19
Tiago Silva,Portugal,MF,['Vitória'],87,6753.0,15,10,11,0.18,79.98,62.32
Tiago Sá,Portugal,GK,['Braga'],3,167.0,0,0,0,0.0,85.45,0.0
Tiago Tomás,Portugal,Other,"['Stuttgart', 'Wolfsburg']",58,2592.0,5,4,0,0.07,64.61,38.89
Tiago Volpi,Brazil,GK,['Toluca'],85,7650.0,12,0,12,4.0,76.21,100.0
Tibe De Vlieger,Belgium,Other,['Gent'],6,84.0,0,0,0,0.0,75.0,66.67
Tibor Halilović,CRO,MF,['Heerenveen'],19,681.0,0,0,0,0.0,81.62,47.06
Tidjany Chabrol,France,Other,['Gil Vicente FC'],53,2126.0,4,2,0,0.07,82.17,72.73
Tiemoué Bakayoko,France,MF,"['Lorient', 'Milan']",23,1355.0,2,1,0,0.17,86.3,56.41
Tijjani Noslin,Netherlands,FW,"['Hellas Verona', 'Lazio', 'Fortuna Sittard']",62,3980.0,13,7,0,0.13,68.29,57.32
Tijjani Reijnders,Netherlands,MF,"['Manchester City', 'Milan', 'AZ Alkmaar']",76,6398.0,7,11,0,0.06,88.11,55.17
Tijs Velthuis,Netherlands,DF,"[""Sparta R'dam""]",25,1762.0,0,0,0,0.0,87.85,69.23
Tika de Jonge,Netherlands,MF,['Groningen'],21,1271.0,1,1,0,0.07,74.09,50.0
Till Cissokho,France,DF,['Estrela'],4,360.0,0,0,0,0.0,83.58,0.0
Tim Breithaupt,Germany,MF,['Augsburg'],16,629.0,0,0,0,0.0,82.56,55.0
Tim Drexler,Germany,DF,['Hoffenheim'],8,573.0,0,0,0,0.0,90.26,56.25
Tim Handwerker,Germany,Other,['Utrecht'],2,21.0,0,0,0,0.0,50.0,100.0
Tim Iroegbunam,England,MF,"['Everton', 'Aston Villa']",13,384.0,0,0,0,0.0,81.51,70.0
Tim Kleindienst,Germany,FW,['Heidenheim'],33,2869.0,12,3,2,0.15,59.04,57.14
Tim Lemperle,Germany,FW,"['Hoffenheim', 'Köln']",17,462.0,2,1,1,0.22,63.91,81.82
Tim Oermann,Germany,DF,['Bochum'],20,908.0,0,0,0,0.0,70.29,57.14
Tim Ream,United States,DF,['Fulham'],51,4400.0,2,0,0,0.5,87.39,50.0
Tim Receveur,Netherlands,MF,['Almere City'],4,133.0,0,0,0,0.0,77.78,75.0
Tim Siersleben,Germany,DF,['Heidenheim'],17,1087.0,0,0,0,0.0,81.03,45.16
Tim Skarke,Germany,Other,"['Union Berlin', 'Schalke 04', 'Darmstadt 98']",46,2992.0,9,1,0,0.1,70.8,59.52
Tim van de Loo,0,MF,['RKC Waalwijk'],27,1817.0,2,1,0,0.13,80.06,56.86
Timo Baumgartl,Germany,DF,['Union Berlin'],8,562.0,0,1,0,0.0,81.33,54.55
Timo Hübers,Germany,DF,['Köln'],66,5832.0,3,0,0,0.08,84.03,66.67
Timo Werner,Germany,FW,"['RB Leipzig', 'Tottenham']",49,2954.0,13,6,1,0.13,74.41,52.63
Timo Zaal,Netherlands,MF,['Heerenveen'],1,1.0,0,0,0,0.0,0.0,0.0
Timon Wellenreuther,Germany,GK,['Feyenoord'],57,5018.0,0,1,0,0.0,80.63,100.0
Timothee Pembele,France,DF,['Paris S-G'],5,263.0,0,1,0,0.0,79.78,100.0
Timothy Castagne,Belgium,DF,"['Leicester City', 'Fulham']",76,6195.0,3,6,0,0.08,80.58,49.65
Timothy Chandler,United States,DF,['Eint Frankfurt'],12,104.0,0,1,0,0.0,62.07,100.0
Timothy Derijck,Belgium,DF,['Zulte Waregem'],22,1710.0,1,0,0,0.14,83.52,54.84
Timothy Fosu-Mensah,Netherlands,DF,['Leverkusen'],11,191.0,0,0,0,0.0,78.15,71.43
Timothy Galje,Belgium,GK,['Seraing'],7,630.0,0,0,0,0.0,46.0,0.0
Timothy Martin,LUX,GK,['Seraing'],4,360.0,0,0,0,0.0,52.29,0.0
Timothy Weah,United States,Other,"['Marseille', 'Juventus', 'Lille']",65,3378.0,0,3,0,0.0,81.69,67.74
Timothée Kolodziejczak,France,DF,"['Schalke 04', 'Paris FC']",3,113.0,0,0,0,0.0,88.35,0.0
Tino Kadewere,ZIM,Other,"['Lyon', 'Nantes', 'Mallorca']",40,1619.0,2,0,0,0.06,71.16,50.0
Tio Cipot,SVN,Other,['Spezia'],8,139.0,0,0,0,0.0,67.8,58.33
Tjark Ernst,Germany,GK,['Hertha BSC'],1,90.0,0,0,0,0.0,74.29,0.0
Tjaronn Chery,SUR,Other,"['NEC Nijmegen', 'Antwerp']",43,3399.0,16,8,1,0.14,73.94,67.86
Tobe Leysen,Belgium,GK,['OH Leuven'],45,4050.0,0,0,0,0.0,68.6,0.0
Tobias Kempe,Germany,MF,['Darmstadt 98'],24,1350.0,3,2,3,0.17,74.15,65.0
Tobias Lauritsen,NOR,FW,"[""Sparta R'dam""]",98,8148.0,34,16,5,0.13,56.33,35.9
Tobias Mohr,Germany,Other,['Schalke 04'],18,839.0,0,3,0,0.0,60.87,62.5
Tobias Sippel,Germany,GK,['Gladbach'],6,510.0,0,0,0,0.0,66.92,0.0
Toby Alderweireld,Belgium,DF,['Antwerp'],86,7724.0,11,8,4,0.12,84.84,59.46
Tobías Medina,Argentina,MF,['Rio Ave'],3,57.0,0,0,0,0.0,87.5,0.0
Tolga Ciğerci,TUR,MF,['Hertha BSC'],11,672.0,0,1,0,0.0,77.62,81.25
