Player_Name,Nationality_Full,Position_FBref,Club_FBref,Matches_Played,Minutes_Played,Gls,Ast,PK,G_per_Sh_Standard,Cmp_percent_Total,TklW_Percent
Eser Gürbüz,Netherlands,FW,['Heerenveen'],11,310.0,2,1,0,0.2,53.92,60.0
Esmir Bajraktarevic,BIH,Other,['PSV Eindhoven'],4,24.0,0,0,0,0.0,80.77,0.0
Espen van Ee,Netherlands,MF,['Heerenveen'],50,2646.0,1,2,0,0.02,83.82,58.82
Esteban Andrada,Argentina,GK,['Monterrey'],81,7289.0,0,0,0,0.0,77.89,100.0
Esteban Lepaul,France,FW,"['Angers', 'Rennes']",6,516.0,3,0,0,0.25,65.98,0.0
Esteban Lozano,Mexico,MF,['América'],5,122.0,1,0,0,0.09,60.87,0.0
Esteban Saveljich,MNE,FW,['Rayo Vallecano'],1,1.0,0,0,0,0.0,0.0,0.0
Estêvão Willian,Brazil,FW,['Chelsea'],5,248.0,0,1,0,0.0,82.56,50.0
Ethan Ampadu,Wales,MF,"['Leeds United', 'Spezia']",35,2986.0,0,1,0,0.0,81.0,52.63
Ethan Mbappé,France,FW,"['Paris S-G', 'Lille']",6,74.0,1,0,0,0.33,90.91,0.0
Ethan Nwaneri,England,MF,['Arsenal'],5,148.0,0,0,0,0.0,87.91,0.0
Ethan Pinnock,JAM,DF,['Brentford'],61,5376.0,5,0,0,0.15,81.33,58.43
Ethan Wheatley,England,FW,['Manchester Utd'],3,16.0,0,0,0,0.0,0.0,100.0
Etienne Camara,France,MF,['Charleroi'],26,1413.0,0,1,0,0.0,82.14,43.9
Etienne Vaessen,SUR,GK,"['RKC Waalwijk', 'Groningen']",94,8404.0,0,0,0,0.0,63.88,40.0
Etienne Youte Kinkoue,France,DF,['Le Havre'],25,2109.0,0,0,0,0.0,86.31,52.94
Etrit Berisha,ALB,GK,['Empoli'],14,1260.0,0,0,0,0.0,68.62,0.0
Etta Eyong,CMR,FW,"['Levante', 'Villarreal']",7,551.0,4,3,0,0.22,72.0,60.0
Ettson Ayon,Mexico,FW,"['León', 'Querétaro']",60,2254.0,9,1,0,0.16,64.77,58.33
Eugenio Pizzuto,Mexico,MF,['UANL'],2,24.0,0,0,0,0.0,88.46,0.0
Euller,Brazil,Other,['Chaves'],21,1065.0,1,0,0,0.06,68.56,61.9
Eulânio Ângelo Chipela Gomes,GNB,MF,"['Santa Clara', 'Estrela']",23,1156.0,0,2,0,0.0,77.82,68.42
Evan Ferguson,IRL,FW,"['Roma', 'Brighton']",51,2603.0,12,3,0,0.16,80.03,44.0
Evanilson,Brazil,FW,"['Porto', 'Bournemouth']",58,4029.0,21,8,2,0.18,78.07,66.67
Evann Guessand,CIV,FW,"['Nice', 'Aston Villa', 'Nantes']",69,3072.0,9,2,2,0.13,69.08,57.14
Everardo Del Villar,Mexico,DF,['Toluca'],16,903.0,0,0,0,0.0,87.93,65.22
Evert Linthorst,Netherlands,MF,['Go Ahead Eag'],87,6320.0,5,4,0,0.12,83.18,53.54
Ewan Henderson,Scotland,Other,['Beerschot'],25,1695.0,2,1,0,0.07,72.54,62.96
Ewerton,Brazil,MF,['Portimonense'],12,582.0,1,1,0,0.11,79.44,66.67
Ewoud Pletinckx,Belgium,DF,['OH Leuven'],73,6342.0,4,2,0,0.12,84.96,60.53
Exequiel Palacios,Argentina,MF,['Leverkusen'],51,3529.0,8,6,5,0.22,89.24,59.17
Ezechiel Banzuzi,Netherlands,MF,"['RB Leipzig', 'OH Leuven']",60,4036.0,4,6,0,0.06,77.55,58.1
Ezechiel Fiemawhle,Netherlands,Other,['Volendam'],2,37.0,0,0,0,0.0,28.57,0.0
Ezequiel Bullaude,Argentina,Other,"['Feyenoord', 'Fortuna Sittard']",37,2210.0,6,2,1,0.14,73.55,64.71
Ezequiel Ponce,Argentina,Other,['Elche'],34,1129.0,4,0,0,0.14,74.66,77.78
Ezequiel Unsain,Argentina,GK,['Necaxa'],59,5265.0,0,2,0,0.0,62.47,100.0
Ezequiel Ávila,Argentina,FW,"['Betis', 'Osasuna']",55,2914.0,10,5,2,0.1,58.34,61.54
Ezequiél Fernández,Argentina,MF,['Leverkusen'],2,73.0,0,0,0,0.0,86.11,40.0
Ezri Konsa,England,DF,['Aston Villa'],78,6816.0,1,0,0,0.04,90.28,54.08
Faber Gil,Colombia,Other,['Pachuca'],9,283.0,0,0,0,0.0,77.14,100.0
Fabian Bredlow,Germany,GK,['Stuttgart'],19,1710.0,0,0,0,0.0,83.46,100.0
Fabian Holland,Germany,Other,['Darmstadt 98'],23,1835.0,0,2,0,0.0,78.35,55.32
Fabian Nürnberger,BUL,Other,['Darmstadt 98'],21,1513.0,1,1,0,0.05,79.66,75.86
Fabian Rieder,SUI,MF,"['Augsburg', 'Rennes']",21,761.0,2,1,0,0.15,75.36,52.38
Fabian Rüdlin,Germany,MF,['Freiburg'],1,7.0,0,0,0,0.0,80.0,0.0
Fabian Schnellhardt,Germany,MF,['Darmstadt 98'],10,235.0,0,0,0,0.0,86.63,25.0
Fabian Schär,SUI,DF,['Newcastle Utd'],76,6610.0,5,4,0,0.05,80.23,52.69
Fabian de Keijzer,Netherlands,GK,"['Heracles Almelo', 'Utrecht']",36,3240.0,0,1,0,0.0,62.95,0.0
Fabiano Parisi,Italy,DF,"['Empoli', 'Fiorentina']",55,4298.0,2,1,0,0.06,79.05,52.63
Fabiano Souza,Brazil,DF,"['Moreirense', 'Braga']",48,3796.0,1,2,0,0.07,73.7,75.53
Fabien Centonze,France,DF,"['Hellas Verona', 'Nantes']",36,2459.0,0,1,0,0.0,73.5,62.16
Fabijan Buntić,CRO,GK,['Vizela'],61,5466.0,0,0,0,0.0,73.04,0.0
Fabinho,Brazil,MF,['Liverpool'],36,2671.0,0,2,0,0.0,88.26,58.46
Fabio Baldé,Portugal,Other,['Hamburger SV'],2,32.0,0,0,0,0.0,60.0,0.0
Fabio Carvalho,Portugal,MF,"['RB Leipzig', 'Liverpool', 'Brentford']",26,608.0,3,0,0,0.19,80.0,78.57
Fabio Chiarodia,Italy,DF,"['Gladbach', 'Werder Bremen']",15,496.0,0,0,0,0.0,88.1,60.0
Fabio Depaoli,Italy,DF,"['Hellas Verona', 'Sampdoria']",34,2309.0,2,2,0,0.1,65.9,58.49
Fabio Ferraro,Belgium,MF,"['RWDM', 'Dender']",31,2416.0,0,5,0,0.0,71.75,68.12
Fabio González,Spain,MF,['Las Palmas'],6,123.0,0,0,0,0.0,92.25,100.0
Fabio Miretti,Italy,MF,['Juventus'],52,2337.0,1,3,0,0.02,73.75,59.52
Fabio Quagliarella,Italy,FW,['Sampdoria'],23,800.0,1,1,0,0.03,64.9,50.0
Fabio Torsiello,Italy,Other,['Darmstadt 98'],10,156.0,0,0,0,0.0,77.78,0.0
Fabio Vieira,Portugal,MF,"['Porto', 'Hamburger SV', 'Arsenal']",62,2893.0,6,9,1,0.08,79.93,64.44
Fabián Castillo,Colombia,FW,['Tijuana'],9,213.0,0,2,0,0.0,73.91,83.33
Fabián Ruiz Peña,Spain,MF,['Paris S-G'],53,3439.0,5,6,0,0.1,90.86,55.0
Fabricio Formiliano,Uruguay,DF,['Necaxa'],17,1320.0,1,1,0,0.17,82.56,50.0
Fabrizio Angileri,Argentina,DF,['Getafe'],26,749.0,0,0,0,0.0,60.88,76.92
Fabrício Garcia,CPV,Other,['Estoril'],34,1598.0,2,0,0,0.07,74.77,75.68
Fabrício Isidoro,Brazil,MF,['Farense'],32,1665.0,3,1,0,0.18,80.61,40.0
Facundo Almada,Argentina,DF,['Mazatlán'],72,5934.0,5,1,0,0.11,81.82,61.8
Facundo Batista,Uruguay,FW,"['Necaxa', 'Querétaro']",60,4009.0,15,3,4,0.15,66.82,62.5
Facundo Buonanotte,Argentina,MF,"['Brighton', 'Chelsea']",41,1974.0,4,2,0,0.12,83.72,51.11
Facundo Cáseres,Argentina,MF,"['Farense', 'Gil Vicente FC']",41,2516.0,0,0,0,0.0,89.91,57.47
Facundo Garcés,MAS,DF,['Alavés'],6,540.0,0,0,0,0.0,83.18,55.56
Facundo González,Uruguay,DF,['Feyenoord'],6,85.0,0,0,0,0.0,93.33,100.0
Facundo Medina,Argentina,DF,"['Marseille', 'Lens']",65,5637.0,3,7,0,0.08,88.62,62.63
Facundo Pellistri,Uruguay,Other,"['Manchester Utd', 'Granada']",28,1468.0,2,2,0,0.1,72.0,65.71
Facundo Waller,Uruguay,MF,"['Puebla', 'Atlético']",60,3838.0,4,5,0,0.04,72.67,60.0
Fahd Moufi,MAR,DF,['Portimonense'],31,2635.0,1,2,0,0.06,70.78,65.52
Fahem Benaissa Yahia,France,MF,['Casa Pia'],9,399.0,1,0,0,0.5,76.0,50.0
Faisal Al Ghamdi,KSA,MF,['Beerschot'],21,1747.0,0,1,0,0.0,81.7,60.0
Faissal Al Mazyani,Belgium,DF,['RKC Waalwijk'],22,1635.0,0,1,0,0.0,81.51,60.0
Faitout Maouassa,France,Other,"['Montpellier', 'Lens', 'Granada']",42,2228.0,5,6,0,0.12,66.15,62.3
Faiz Mattoir,COM,Other,['Almere City'],15,338.0,0,0,0,0.0,69.52,33.33
Falaye Sacko,MLI,DF,['Montpellier'],54,3962.0,1,4,0,0.14,79.25,55.41
Fali,Spain,DF,['Cádiz'],55,4261.0,0,0,0,0.0,76.32,66.18
Fali Candé,GNB,DF,"['Sassuolo', 'Metz']",27,1904.0,0,1,0,0.0,78.81,48.78
Fallou Cham,0,DF,['Hellas Verona'],3,133.0,0,0,0,0.0,63.41,75.0
Fallou Fall,SEN,DF,['Reims'],1,32.0,0,0,0,0.0,92.31,0.0
Famara Diedhiou,SEN,Other,['Granada'],8,89.0,0,1,0,0.0,48.78,100.0
Fanos Katelaris,CYP,DF,['Oostende'],13,888.0,0,0,0,0.0,77.58,54.55
Faouzi Ghoulam,ALG,DF,['Angers'],7,479.0,0,0,0,0.0,70.82,100.0
Fares Chaïbi,ALG,MF,"['Eint Frankfurt', 'Toulouse']",71,4730.0,8,13,0,0.07,69.45,62.12
Farid El Melali,ALG,Other,['Angers'],17,806.0,0,0,0,0.0,69.5,57.14
Faride Alidou,Germany,Other,"['Köln', 'Eint Frankfurt']",41,1464.0,4,1,0,0.11,66.5,50.0
Faris Haroun,Belgium,MF,['Antwerp'],2,4.0,0,0,0,0.0,100.0,0.0
Faris Pemi Moumbagna,CMR,FW,"['Marseille', 'Cremonese']",14,562.0,3,1,0,0.18,67.89,50.0
Farouck Adekami,CIV,Other,['Antwerp'],3,129.0,0,0,0,0.0,81.82,50.0
Farés Ghedjemis,France,Other,['Frosinone'],6,182.0,0,0,0,0.0,78.69,0.0
Fatih Kaya,0,FW,['Sint-Truiden'],44,1341.0,0,0,0,0.0,75.27,57.14
Faustino Anjorin,England,Other,['Torino'],3,29.0,0,0,0,0.0,70.0,0.0
Faïz Selemani,COM,Other,['Kortrijk'],28,2055.0,8,4,1,0.15,66.86,62.16
Fedde Leysen,Belgium,DF,['Union SG'],27,1898.0,0,0,0,0.0,81.48,57.14
Fedde de Jong,Netherlands,DF,['AZ Alkmaar'],2,76.0,0,0,0,0.0,75.0,100.0
Fede San Emeterio,Spain,MF,['Cádiz'],37,1996.0,1,1,0,0.14,79.13,54.55
Federico Baschirotto,Italy,DF,"['Lecce', 'Cremonese']",79,7074.0,5,1,0,0.12,79.67,68.85
Federico Bernardeschi,Italy,Other,['Bologna'],4,139.0,0,0,0,0.0,86.21,100.0
Federico Bonazzoli,Italy,FW,"['Salernitana', 'Hellas Verona', 'Cremonese']",51,2352.0,6,2,0,0.1,76.3,45.45
Federico Ceccherini,Italy,DF,"['Hellas Verona', 'Cremonese']",24,1470.0,2,0,0,0.29,77.43,73.08
Federico Chiesa,Italy,FW,"['Liverpool', 'Juventus']",59,3117.0,13,7,1,0.12,70.88,51.16
Federico Di Francesco,Italy,Other,['Lecce'],38,2046.0,3,2,0,0.07,66.67,55.17
Federico Dimarco,Italy,DF,['Inter'],68,4455.0,10,11,0,0.09,75.7,67.95
Federico Fazio,Argentina,DF,['Salernitana'],31,2429.0,2,0,0,0.11,75.69,69.7
Federico Fernández,Argentina,DF,['Elche'],1,90.0,0,0,0,0.0,57.14,100.0
Federico Gatti,Italy,DF,['Juventus'],55,4462.0,4,0,0,0.08,85.3,62.0
Federico Gattoni,Argentina,DF,"['Sevilla', 'Anderlecht']",6,111.0,0,0,0,0.0,92.47,25.0
Federico Lértora,Argentina,MF,"['Querétaro', 'Tijuana']",93,7772.0,7,3,0,0.06,70.79,53.22
Federico Mancuello,Argentina,MF,['Puebla'],37,3150.0,6,9,0,0.1,78.22,56.06
Federico Marchetti,Italy,GK,['Spezia'],1,66.0,0,0,0,0.0,77.78,0.0
Federico Martínez,Uruguay,Other,['León'],10,493.0,2,0,0,0.33,80.73,75.0
Federico Mattiello,Italy,Other,['Go Ahead Eag'],6,96.0,0,0,0,0.0,80.0,55.56
Federico Pereira,Uruguay,DF,['Toluca'],40,3555.0,4,2,0,0.13,87.24,65.43
Federico Ravaglia,Italy,GK,['Bologna'],6,535.0,0,0,0,0.0,80.58,0.0
Federico Redondo,Argentina,MF,['Elche'],2,11.0,0,0,0,0.0,83.33,0.0
Federico Ricca,Uruguay,DF,['OH Leuven'],68,5913.0,3,0,0,0.1,84.55,65.38
Federico Valverde,Uruguay,MF,['Real Madrid'],78,5971.0,9,14,0,0.07,88.78,66.28
Federico Viñas,Uruguay,FW,"['Oviedo', 'León', 'América']",59,2981.0,17,4,2,0.15,65.87,67.57
Felipe,Brazil,DF,"[""Nott'ham Forest"", 'Atlético Madrid']",26,1987.0,0,1,0,0.0,78.14,59.65
Felipe Anderson,Brazil,FW,['Lazio'],76,5728.0,14,8,0,0.17,76.66,60.13
Felipe Augusto,Brazil,Other,['Cercle Brugge'],34,1830.0,3,3,0,0.05,56.13,85.71
Felipe Avenatti,Uruguay,FW,['Kortrijk'],55,3509.0,10,1,1,0.12,63.89,65.0
Felipe Silva Lipe,Brazil,DF,['Gil Vicente FC'],6,271.0,0,1,0,0.0,85.64,28.57
Felippe Cardoso,Brazil,FW,['Casa Pia'],40,2072.0,10,0,1,0.16,70.79,56.25
Felix Afena-Gyan,GHA,Other,['Cremonese'],23,817.0,0,0,0,0.0,75.65,42.86
Felix Agu,NGA,DF,['Werder Bremen'],32,2102.0,0,0,0,0.0,74.21,65.0
Felix Bacher,Austria,DF,['Estoril'],23,2070.0,2,0,0,0.5,84.99,73.81
Felix Garreta,Spain,DF,['Betis'],1,90.0,0,0,0,0.0,85.0,0.0
Felix Mambimbi,SUI,MF,"['Le Havre', 'Cambuur']",14,369.0,0,1,0,0.0,61.62,18.18
Felix Nmecha,Germany,MF,"['Dortmund', 'Wolfsburg']",55,3163.0,5,8,0,0.08,79.41,62.9
Felix Passlack,Germany,DF,"['Bochum', 'Dortmund']",18,1024.0,2,2,0,0.14,64.32,68.0
Fer López,Spain,Other,['Wolves'],4,105.0,0,1,0,0.0,77.97,100.0
Ferdi Kadioglu,TUR,Other,['Brighton'],5,287.0,0,0,0,0.0,81.9,87.5
Ferdy Druijf,Netherlands,Other,['Zwolle'],15,948.0,5,2,2,0.2,64.54,75.0
Ferland Mendy,France,DF,['Real Madrid'],41,3071.0,0,1,0,0.0,93.36,61.11
Fermin López,Spain,Other,['Barcelona'],35,1641.0,10,0,0,0.18,82.43,54.35
Fernand Gouré,CIV,MF,['Westerlo'],5,32.0,0,0,0,0.0,41.67,0.0
Fernand Mayembo,CGO,DF,['Ajaccio'],11,707.0,0,0,0,0.0,85.94,62.5
Fernando,Spain,MF,"['Almería', 'Sevilla', 'Casa Pia']",91,6218.0,2,1,1,0.11,77.38,69.81
Fernando Arce Jr.,United States,MF,"['FC Juárez', 'Necaxa', 'Puebla']",66,4051.0,4,2,0,0.12,77.52,63.93
Fernando Aristeguieta,VEN,FW,['Puebla'],3,250.0,1,0,0,0.09,61.73,0.0
Fernando Beltrán,Mexico,MF,['Guadalajara'],95,7079.0,8,6,0,0.09,84.53,60.82
Fernando Calero,Spain,DF,['Espanyol'],33,2057.0,0,1,0,0.0,82.58,66.04
Fernando Ferreira Fonseca,Portugal,Other,"['Paços de Ferreira', 'AVS Futebol']",32,2072.0,0,0,0,0.0,69.25,66.07
Fernando González,Mexico,MF,"['Querétaro', 'UANL']",12,231.0,0,1,0,0.0,71.43,83.33
Fernando Gorriarán,Uruguay,MF,"['UANL', 'Santos']",94,7368.0,11,13,3,0.08,80.69,64.93
Fernando Illescas,Mexico,Other,['Mazatlán'],8,183.0,1,0,0,0.5,68.75,62.5
Fernando Madrigal,Mexico,MF,"['Necaxa', 'Tijuana']",70,4047.0,6,1,0,0.06,77.79,53.33
Fernando Mata,Mexico,GK,['Monterrey'],1,45.0,0,0,0,0.0,90.0,0.0
Fernando Medrano,Spain,DF,['Celta Vigo'],1,13.0,0,0,0,0.0,100.0,50.0
Fernando Monárrez,Mexico,Other,['Tijuana'],3,109.0,0,0,0,0.0,85.39,75.0
Fernando Navarro Morán,Mexico,MF,"['Puebla', 'Toluca']",51,2586.0,3,5,0,0.08,84.64,58.93
Fernando Niño,Spain,Other,['Villarreal'],3,22.0,0,0,0,0.0,100.0,0.0
Fernando Ordóñez,Mexico,DF,['UANL'],8,201.0,0,0,0,0.0,87.12,50.0
Fernando Ovelar,PAR,Other,['Pachuca'],2,34.0,0,0,0,0.0,85.71,0.0
Fernando Pacheco,Spain,GK,"['Espanyol', 'Almería']",17,1530.0,0,0,0,0.0,71.26,0.0
Fernando Pacheco Rivas,PER,Other,['Emmen'],9,84.0,0,0,0,0.0,73.53,100.0
Fernando Rubén González,Mexico,MF,['Guadalajara'],85,5135.0,1,1,0,0.04,83.34,63.98
Fernando Tapia,Mexico,GK,"['UANL', 'Querétaro']",18,1546.0,0,0,0,0.0,53.32,100.0
Fernando Varela,CPV,DF,['Casa Pia'],51,4099.0,1,1,0,0.06,82.03,68.52
Ferran Jutglà,Spain,FW,"['Club Brugge', 'Celta Vigo']",89,4531.0,28,8,1,0.14,74.64,64.71
Ferrán Torres,Spain,FW,['Barcelona'],69,3067.0,15,5,0,0.15,76.73,62.5
Festy Ebosele,IRL,DF,['Udinese'],48,2111.0,0,1,0,0.0,66.49,62.5
Fidel,Spain,Other,['Elche'],27,1714.0,3,2,1,0.23,70.35,66.67
Fidel Ambríz,Mexico,MF,"['Monterrey', 'León']",79,5160.0,6,0,0,0.08,85.37,57.46
Fidel Barajas,Mexico,Other,['Guadalajara'],5,87.0,0,0,0,0.0,68.29,0.0
Fikayo Tomori,England,DF,['Milan'],64,5294.0,5,1,0,0.18,89.68,52.07
Filip Jagiełło,POL,MF,['Genoa'],2,33.0,0,0,0,0.0,88.24,0.0
Filip Jørgensen,DEN,GK,"['Villarreal', 'Chelsea']",39,3504.0,0,0,0,0.0,80.98,33.33
Filip Kostić,SRB,DF,"['Eint Frankfurt', 'Juventus']",68,4482.0,3,13,0,0.05,70.25,61.45
Filip Krastev,BUL,MF,['Zwolle'],45,3076.0,8,5,0,0.14,79.53,69.39
Filip Stankovic,SRB,GK,['Volendam'],33,2970.0,0,0,0,0.0,56.41,80.0
Filip Stevanovic,SRB,Other,"['RKC Waalwijk', 'Santa Clara']",23,776.0,2,1,0,0.09,62.7,75.0
Filip Stojilković,SUI,Other,['Darmstadt 98'],6,154.0,0,0,0,0.0,47.62,100.0
Filip Ugrinic,SUI,MF,['Valencia'],4,93.0,0,1,0,0.0,86.84,0.0
Filip Uremović,CRO,DF,['Hertha BSC'],22,1726.0,0,0,0,0.0,78.12,60.53
Filip Đuričić,SRB,Other,['Sampdoria'],32,2171.0,3,0,0,0.12,77.31,51.16
Filipe Ferreira,Portugal,DF,['Boavista'],60,4258.0,0,2,0,0.0,75.89,62.12
Filipe Relvas,Portugal,DF,"['Portimonense', 'Vitória']",76,6505.0,2,4,0,0.06,81.4,59.17
Filipe Soares,Portugal,MF,"['Farense', 'Famalicão']",29,780.0,1,2,0,0.1,80.06,64.29
Filippo Bandinelli,Italy,MF,['Empoli'],35,2263.0,2,0,0,0.08,73.69,61.82
Filippo Mane,Italy,DF,['Dortmund'],2,85.0,0,0,0,0.0,91.04,0.0
Filippo Melegoni,Italy,Other,['Standard Liège'],21,736.0,1,0,0,0.2,75.26,71.43
Filippo Missori,Italy,DF,"['Roma', 'Sassuolo']",11,447.0,0,0,0,0.0,74.71,60.0
Filippo Ranocchia,Italy,MF,"['Empoli', 'Monza']",23,1006.0,1,0,0,0.04,74.95,62.96
Filippo Romagna,Italy,DF,['Sassuolo'],3,136.0,0,0,0,0.0,93.48,100.0
Filippo Terracciano,Italy,DF,"['Hellas Verona', 'Milan', 'Cremonese']",46,2643.0,1,2,0,0.07,73.89,68.42
Finley Munroe,England,MF,['Aston Villa'],1,4.0,0,0,0,0.0,100.0,0.0
Finn Dahmen,Germany,GK,"['Augsburg', 'Mainz 05']",44,3960.0,0,0,0,0.0,74.42,0.0
Finn Jeltsch,Germany,DF,['Stuttgart'],3,270.0,0,0,0,0.0,90.16,50.0
Finn Ole Becker,Germany,MF,['Hoffenheim'],35,1119.0,0,0,0,0.0,75.24,55.0
Finn Stam,Netherlands,DF,"['AZ Alkmaar', 'Groningen']",20,866.0,0,1,0,0.0,77.88,55.0
Finn Stokkers,Netherlands,FW,['Go Ahead Eag'],57,1984.0,6,6,0,0.09,64.86,57.89
Fisayo Dele-Bashiru,NGA,MF,['Lazio'],4,209.0,0,0,0,0.0,92.77,80.0
Fisnik Asllani,KVX,FW,['Hoffenheim'],14,623.0,4,1,0,0.14,62.22,0.0
Flavien Tait,France,MF,['Rennes'],30,1680.0,2,2,0,0.08,85.83,50.0
Flavio Paoletti,Italy,MF,['Sampdoria'],12,284.0,0,0,0,0.0,82.14,100.0
Flavius Daniliuc,Austria,DF,"['Salernitana', 'Nice']",43,3030.0,0,2,0,0.0,85.95,51.28
Flip Klomp,Netherlands,MF,['Volendam'],3,43.0,0,0,0,0.0,76.92,75.0
Florent Hanin,ALG,DF,['Angers'],4,171.0,0,0,0,0.0,74.6,75.0
Florent Mollet,France,MF,"['Schalke 04', 'Nantes']",57,3582.0,6,6,0,0.06,77.7,50.0
Florent Muslija,KVX,Other,['Freiburg'],10,105.0,0,0,0,0.0,68.67,80.0
Florent Ogier,France,DF,['Clermont Foot'],40,2644.0,1,2,0,0.11,80.58,48.08
Florent da Silva,France,MF,"['Volendam', 'RWDM']",26,1223.0,3,1,0,0.21,72.85,57.14
Florentino Luís,Portugal,MF,"['Benfica', 'Burnley']",92,5977.0,2,4,0,0.06,88.76,56.25
Florian Chabrolle,France,MF,['Ajaccio'],7,329.0,0,0,0,0.0,86.96,66.67
Florian Danho Seke,France,FW,['Famalicão'],10,239.0,1,0,0,0.12,53.06,100.0
Florian Dietz,Germany,FW,['Köln'],16,465.0,1,0,0,0.05,54.74,50.0
Florian Flick,Germany,MF,['Schalke 04'],8,512.0,0,0,0,0.0,69.73,25.0
Florian Grillitsch,Austria,Other,"['Hoffenheim', 'Ajax']",40,2717.0,1,6,0,0.05,86.36,55.56
Florian Jozefzoon,SUR,Other,['RKC Waalwijk'],26,937.0,5,3,0,0.17,70.4,45.0
Florian Kainz,Austria,Other,['Köln'],69,4608.0,11,14,8,0.15,66.09,60.78
Florian Krüger,Germany,FW,"['Beerschot', 'Groningen']",28,1242.0,4,2,0,0.21,65.62,68.42
Florian Le Joncour,France,DF,['RWDM'],11,871.0,0,0,0,0.0,76.65,50.0
Florian Lejeune,France,DF,['Rayo Vallecano'],75,6512.0,7,1,0,0.06,80.49,57.5
Florian Miguel,France,DF,['OH Leuven'],21,1663.0,1,1,0,0.08,71.47,60.71
Florian Müller,Germany,GK,['Stuttgart'],19,1710.0,0,0,0,0.0,81.45,0.0
Florian Neuhaus,Germany,MF,['Gladbach'],52,2733.0,5,2,1,0.07,80.73,58.33
Florian Niederlechner,Germany,FW,"['Augsburg', 'Hertha BSC']",30,1691.0,5,1,0,0.1,61.56,63.16
Florian Pick,Germany,Other,['Heidenheim'],22,327.0,0,1,0,0.0,64.48,100.0
Florian Sotoca,France,Other,['Lens'],74,5681.0,14,15,5,0.09,75.13,56.94
Florian Tardieu,France,MF,['Troyes'],15,1009.0,3,0,3,0.3,86.75,64.52
Florian Thauvin,France,MF,"['Udinese', 'UANL', 'Lens']",58,3002.0,10,5,2,0.12,70.15,75.0
Florian Wirtz,Germany,MF,"['Liverpool', 'Leverkusen']",55,3899.0,12,17,1,0.14,80.64,64.71
Floris Smand,Netherlands,DF,['Cambuur'],23,1753.0,0,0,0,0.0,90.04,78.95
Flynn Downes,England,MF,['West Ham'],21,762.0,0,0,0,0.0,87.31,56.25
Flávio Nazinho,Portugal,DF,"['Sporting CP', 'Cercle Brugge']",45,2404.0,2,4,0,0.08,57.22,55.88
Flávio Ramos,Brazil,DF,['Paços de Ferreira'],9,749.0,0,0,0,0.0,84.77,22.22
Fodé Ballo-Touré,SEN,DF,"['Metz', 'Milan', 'Fulham']",17,668.0,1,0,0,0.17,81.31,60.0
Fodé Doucouré,MLI,Other,['Le Havre'],6,336.0,2,0,0,0.29,72.46,54.55
Fodé Fofana,Netherlands,FW,"['PSV Eindhoven', 'Vitesse']",4,112.0,0,0,0,0.0,82.35,0.0
Fodé Sylla,France,MF,['Lens'],2,63.0,0,0,0,0.0,80.49,83.33
Fofin Turay,Netherlands,MF,['Groningen'],1,1.0,0,0,0,0.0,0.0,0.0
Folarin Balogun,United States,FW,"['Monaco', 'Reims']",70,4977.0,29,8,6,0.15,70.67,47.83
Formose Mendy,SEN,DF,['Lorient'],20,1391.0,0,0,0,0.0,80.02,58.33
Fran Beltrán,Spain,MF,['Celta Vigo'],72,5447.0,0,2,0,0.0,87.62,60.22
Fran Delgado,Spain,DF,"['Farense', 'Betis']",10,504.0,0,0,0,0.0,77.27,28.57
Fran Garcia,Spain,DF,"['Rayo Vallecano', 'Real Madrid']",65,4918.0,3,8,0,0.08,80.42,63.39
Fran Navarro,Spain,FW,"['Porto', 'Gil Vicente FC', 'Braga']",54,3965.0,21,3,4,0.2,74.05,48.28
Fran Vieites,Spain,GK,['Betis'],4,315.0,0,0,0,0.0,63.87,0.0
Fran Villalba,Spain,Other,['Santos'],25,1284.0,1,3,0,0.08,76.95,85.71
Francesco Acerbi,Italy,DF,['Inter'],64,5165.0,3,3,0,0.09,90.07,61.02
Francesco Antonucci,Belgium,Other,['Volendam'],17,903.0,2,1,0,0.07,74.24,75.0
Francesco Bardi,Italy,GK,['Bologna'],1,90.0,0,0,0,0.0,78.26,0.0
Francesco Camarda,Italy,FW,"['Lecce', 'Milan']",7,203.0,1,0,0,0.25,82.61,0.0
Francesco Caputo,Italy,FW,"['Sampdoria', 'Empoli']",56,4070.0,9,4,3,0.11,72.23,42.86
Francesco Esposito,Italy,FW,['Inter'],3,126.0,1,0,0,0.17,62.96,0.0
Francesco Gelli,Italy,Other,['Frosinone'],27,1561.0,0,0,0,0.0,81.29,68.42
Francesco Rossi,Italy,GK,['Atalanta'],2,9.0,0,0,0,0.0,66.67,0.0
Francesco Ruberto,SUI,GK,['Vizela'],7,564.0,0,0,0,0.0,62.24,0.0
Franci Bouebari,France,DF,['Strasbourg'],2,76.0,0,0,0,0.0,56.52,0.0
Francis Abu,GHA,MF,"['Cercle Brugge', 'Toulouse']",66,3915.0,1,7,0,0.02,71.69,60.84
Francis Amuzu,Belgium,FW,['Anderlecht'],63,3583.0,8,8,0,0.1,75.06,63.41
Francis Cann,GHA,FW,['Vizela'],3,36.0,0,0,0,0.0,85.71,0.0
Francis Coquelin,France,MF,"['Villarreal', 'Nantes']",37,1807.0,1,0,0,0.08,86.68,67.5
Francisco Antonio Figueroa,Mexico,FW,"['Toluca', 'Querétaro', 'Pachuca']",20,761.0,0,2,0,0.0,73.67,78.57
